OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,644,18133618008,15184879,645295931.874511
OP: new BlockReceiver,1965,18024115057,0,101771129.903635
getFileInfo,69,4785233,358789,1173211.85458936
addBlock,763,495990921,38880,2286806.82557882
RPC:getFileInfo,69,18936127,2349857,5362171.30120787
createBlockOutputStream,763,18094776781,12868414,635161475.97797
OP: connect next Datanode,1406,18015646862,3777647,351359511.0454
RPC:addBlock,763,504543137,1335440,5339337.72605942
RPC:create,69,2676366455,2555407,46716460.8164251
create,69,2674714664,1185904,44261353.4734302
OP: send block,642,15723169785,609042001,3170557228.59929
writeBlock,2048,18030253180,616853956,3260921267.90989
receiveBlock,1926,15737841746,612873230,3225680167.15752
abandonBlock,121,1481629,115482,308350.735537188
RPC:abandonBlock,121,18117871,1115484,2916717.4876033
complete,67,13839562,1267204,2843525.35820894
RPC:complete,67,19296440,2026417,4244077.82587065
