OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,1128,1782782209,16077246,45827389.5341612
OP: new BlockReceiver,3384,1743333420,73806,11916492.85029
getFileInfo,552,54663924,0,792803.825846854
addBlock,1128,461733418,0,1652977.82943262
RPC:getFileInfo,552,70408619,303210,4186489.92861306
createBlockOutputStream,1128,1778069677,14350943,40792202.888062
OP: connect next Datanode,2256,1742333410,3843311,17806168.1133786
RPC:addBlock,1128,476141085,1246668,4636165.08893319
RPC:create,112,316244394,2479438,9288592.9732143
create,112,314581101,1269595,6485459.47023806
OP: send block,1128,14761780660,590273008,2685566066.72789
writeBlock,3384,14960505898,601984020,2721414251.02075
receiveBlock,3384,14789896950,597671392,2697806016.59521
complete,112,151996313,1009231,6251998.89285717
RPC:complete,112,157794780,1797177,8634498.11607145
chooseDataNode,1114,4192006,0,280396.384979052
getBlockLocations,164,1276216,0,396077.510162598
OP: try new BlockReader,1114,100495925,4391495,14960540.6090365
RPC:getBlockLocations,164,42083139,1638198,8547785.90040646
newBlockReader,1114,44829932,1520001,8710960.43454513
bestNode,1114,3154640,0,25621.4249102326
blockSeekTo,1114,100869344,4782669,16007243.1556554
OP: new blockSender,1114,9846284,0,742322.401840211
readBlock,1114,6167561723,389152054,924586999.144323
checksumOk,1114,15617385,78066,370515.537627169
sendBlock,1114,5305037315,383781543,884961069.740637
verifiedByClient,1110,1380049177,0,6154733.10006006
OP: receive block,1114,6160142269,387008596,910604858.411355
