OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,658,829201783,41216294,79801098.8784453
OP: new BlockReceiver,1974,796024643,87607,23398208.8426396
getFileInfo,62,1533940,415883,1030528.04704302
addBlock,658,167912885,159646,1119675.24516211
RPC:getFileInfo,62,13381434,4527519,6889517.36424753
createBlockOutputStream,658,824774065,36988852,72421621.45922
OP: connect next Datanode,1316,795344257,12512548,34948490.9203984
RPC:addBlock,658,186218909,3435704,6473776.48971636
RPC:create,62,280073182,4485982,15475133.6935484
create,62,275981434,1418643,11447709.1290321
OP: send block,658,37455362024,2218311623,5715384697.80933
writeBlock,1974,37613316256,2265037725,5821057572.68655
receiveBlock,1974,37513253938,2216475442,5766398929.56412
RPC:complete,62,149303477,4066229,14294197.9354839
complete,62,145483594,1225989,10431881.1129032
