OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,13404,17387010,0,293931.945289958
getBlockLocations,1988,7652536,0,255910.485404091
OP: try new BlockReader,13404,60093953064,3655117,182447919.543203
RPC:getBlockLocations,1988,756635279,1256882,11995270.10255
getFileInfo,5420,8345015,0,196958.320573413
newBlockReader,13399,59464113199,1869523,150890255.792154
bestNode,13404,5723640,0,25516.203869128
RPC:getFileInfo,5417,226352714,174573,6174418.00516557
blockSeekTo,13399,60125025513,4064583,183121139.434898
OP: new blockSender,13407,16364824,0,698116.989573427
readBlock,13405,109067121669,4068774,2389215335.76426
sendBlock,13406,101129599248,2752045,2293778498.19693
OP: receive block,13400,109054535777,373327909,2271913980.05501
checksumOk,13398,11661222,0,358012.55439394
verifiedByClient,12691,1875601259,0,379024.202533148
