TaskID,Title,NumReports,NumEdges,FirstSeen,LastUpdated,StartTime,EndTime
7B14C895409D3157,fs -copyToLocal,165,60,2013-11-07 06:33:27,2013-11-07 06:33:40,4345384976201784,4345398220342432
727664AA4E37F5CE,fs -copyToLocal,200,76,2013-11-07 06:33:29,2013-11-07 06:33:44,1159723550075795,1159738659049465
220C793968A98A34,fs -copyToLocal,211,80,2013-11-07 06:33:30,2013-11-07 06:33:49,2539753502995447,2539772782235225
40BADE46654CCAC8,fs -copyToLocal,145,56,2013-11-07 06:33:39,2013-11-07 06:33:50,2175645267297947,2175656251741200
7E1E54FB9383D84C,fs -copyToLocal,33,15,2013-11-07 06:33:47,2013-11-07 06:33:49,2540025627471574,2540027073150041
7BFC27933771AF30,fs -copyToLocal,87,33,2013-11-07 06:33:51,2013-11-07 06:33:56,2540029876151459,2540034839290717
D79BB502E2C5B491,fs -copyToLocal,120,45,2013-11-07 06:33:54,2013-11-07 06:34:13,2545511541164120,2545530783672494
1A8B4C289DC1B54F,fs -copyToLocal,66,27,2013-11-07 06:33:55,2013-11-07 06:34:01,1159749792621404,1159754959240331
8D9280BA1DB5521C,fs -copyToLocal,155,58,2013-11-07 06:33:57,2013-11-07 06:34:13,2540040120374393,2540055615363698
31AF79C30FE5044C,fs -copyToLocal,222,84,2013-11-07 06:33:58,2013-11-07 06:34:20,4345838036053273,4345860094567049
41128A11DE9C9217,fs -copyToLocal,188,70,2013-11-07 06:33:59,2013-11-07 06:34:21,2053826927159814,2053848973140729
516D1D799063E970,fs -copyToLocal,120,45,2013-11-07 06:34:00,2013-11-07 06:34:13,2540262106530168,2540275541241116
BA8C029CFAA32A61,fs -copyToLocal,66,27,2013-11-07 06:34:04,2013-11-07 06:34:08,1159957164992871,1159960764096883
36BC1C4654D12F8B,fs -copyToLocal,22,11,2013-11-07 06:34:05,2013-11-07 06:34:06,2540234802082662,2540236218001724
5571F8AD36BED38A,fs -copyToLocal,33,15,2013-11-07 06:34:08,2013-11-07 06:34:10,2540075389933020,2540077137817545
4FF7009DFE57D89C,fs -copyToLocal,110,43,2013-11-07 06:34:10,2013-11-07 06:34:18,1159764874896167,1159772138830196
803C8FB49139053E,fs -copyToLocal,75,27,2013-11-07 06:34:16,2013-11-07 06:34:23,4343744068961705,4343750548195047
602FB6891C343AD1,fs -copyToLocal,134,52,2013-11-07 06:34:17,2013-11-07 06:34:28,2540052256646628,2540063407345591
74BD9631A23D30AE,fs -copyToLocal,54,21,2013-11-07 06:34:20,2013-11-07 06:34:23,2179029326564139,2179032363423198
031EC4DBAEEECA92,fs -copyToLocal,54,21,2013-11-07 06:34:23,2013-11-07 06:34:27,4343751420929533,4343754699421969
FABBD946B5406C73,fs -copyToLocal,65,25,2013-11-07 06:34:26,2013-11-07 06:34:31,631704651025262,631709275325499
756894CBD517380B,fs -copyToLocal,145,56,2013-11-07 06:34:30,2013-11-07 06:34:59,2179038722723833,2179068359129873
F1BED742353F01CB,fs -copyToLocal,134,52,2013-11-07 06:34:29,2013-11-07 06:35:04,2175695215071000,2175729956724799
65463905A99DEF02,fs -copyToLocal,87,33,2013-11-07 06:34:38,2013-11-07 06:34:53,4345456328987666,4345470557647568
559B7FDE7FEC2D82,fs -copyToLocal,210,80,2013-11-07 06:34:41,2013-11-07 06:35:22,4346059952448180,4346101088060506
5CF38550158457DD,fs -copyToLocal,99,39,2013-11-07 06:34:43,2013-11-07 06:34:51,4306824275390160,4306832377293600
7B476924EB3D5D80,fs -copyToLocal,33,15,2013-11-07 06:34:47,2013-11-07 06:34:50,4346593440304510,4346596317669963
F45920A21A008CC0,fs -copyToLocal,77,31,2013-11-07 06:34:48,2013-11-07 06:35:04,4343947329231591,4343963244442642
E69F40E29B2181A9,fs -copyToLocal,200,76,2013-11-07 06:34:47,2013-11-07 06:35:11,2053875181165197,2053898918981986
D0EC55A7A5252A92,fs -copyToLocal,50,20,2013-11-07 06:34:48,2013-11-07 06:35:00,4346431417888459,4346443330081999
BF7E84C9872E6410,fs -copyToLocal,22,11,2013-11-07 06:34:49,2013-11-07 06:34:51,2540087966920425,2540089140340423
