OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,9981,20046675,0,282451.393348763
getBlockLocations,1467,6864174,0,260967.678652574
OP: try new BlockReader,9979,1633625301,3711827,18603459.3568456
RPC:getBlockLocations,1467,3823450629,1367591,12376883.9346161
getFileInfo,3976,9636270,0,201025.283702208
newBlockReader,9979,1619194593,2434586,10526964.6726573
bestNode,9981,19839616,0,23985.2849389087
RPC:getFileInfo,3976,223004896,70091,5046252.06659871
blockSeekTo,9980,3834374827,4130656,20134798.2595581
OP: new blockSender,9981,537776108,0,755609.804632594
readBlock,9980,30411746562,384971417,1498635523.27805
checksumOk,9981,11189740,0,348697.313020317
sendBlock,9979,30409619275,372783384,1445413606.42229
verifiedByClient,9472,3755976079,0,832145.114645465
OP: receive block,9981,30409290674,382779226,1486640742.83741
