OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3716,4836664,0,280954.250358314
getBlockLocations,519,9637477,0,392491.687219006
OP: try new BlockReader,3716,11285313690,525048,24071914.3426832
RPC:getBlockLocations,519,227873217,1587402,11584324.4457289
getFileInfo,1412,5383220,0,253081.433756882
newBlockReader,3537,11284273447,2741193,16846356.3579352
bestNode,3717,539845,0,22941.5455397899
RPC:getFileInfo,1410,219113017,513371,6755948.98673954
blockSeekTo,3537,11285886896,3954976,27073208.8407084
OP: new blockSender,3538,15598826,0,745244.182829972
readBlock,3538,27735199798,383345643,1583441046.86405
checksumOk,3537,6582199,0,347231.287081127
sendBlock,3538,27698984109,377583378,1540923654.27632
verifiedByClient,3332,1431679101,0,1287309.61559987
OP: receive block,3537,27729550740,381479171,1571888139.9289
