OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,957,5368848,0,218934.008080815
mkdirs,87,3417459,1190054,1592807.75862067
RPC:getFileInfo,957,10309277,532948,2408929.46865202
RPC:mkdirs,87,4150791,1998717,2609897.45977011
complete,87,3705580,826095,1304784.954023
RPC:complete,87,4627807,1762187,2503255.62068965
RPC:create,87,5966844,2225875,2941378.93103449
create,87,4798096,1232197,1748110.42528735
rename,87,3345319,1091482,1648827.24137934
RPC:rename,87,4233532,1721119,2643153.54022989
setPermission,87,3484210,895776,1586918.66666668
RPC:setPermission,87,4465385,2064958,2888726.3448276
setOwner,87,4476786,916746,1377314.89655171
RPC:setOwner,87,5829436,1943078,2695637.31034482
RPC:getContentSummary,87,3115939,1618490,2341104.93103449
getContentSummary,87,879559,266956,461165.919540227
getListing,87,632142,0,197691.333333332
RPC:getListing,87,3453483,1287484,1891437.16091953
RPC:delete,87,5109742,1762281,2437988.89655171
delete,87,3876152,775058,1478359.83908046
