OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,3964,24699072,0,226877.592269516
mkdirs,259,530150865,1033172,13746521.3111223
RPC:getFileInfo,3964,213380920,572311,3978573.86706246
RPC:mkdirs,259,531821126,1877112,16707877.8234316
nextBlockOutputStream,2285,132174355954,16692480,1223244708.37531
OP: new BlockReceiver,6890,63400102110,83251,238703799.700296
addBlock,2410,888802150,87382,1302656.42120326
createBlockOutputStream,2412,69114066601,1287231,1321718378.81052
OP: connect next Datanode,4683,66078295516,1302440,721033864.223326
RPC:addBlock,2410,891250791,1142551,4688828.28502069
RPC:create,235,828892930,1761903,24195635.3290778
create,235,827213975,1103169,21454243.4056735
OP: send block,2284,70874088112,436630270,4541579341.92295
writeBlock,6978,70892314682,2414670,4959111210.53968
receiveBlock,6855,70870209835,438192067,4602013781.08551
complete,234,654421691,1023377,19530458.2877493
RPC:complete,234,655440627,1771053,21874413.7692311
rename,234,852011976,1071123,32133951.3888888
RPC:rename,234,855529418,1726369,34419057.9558405
setOwner,234,704523640,744562,24572322.7492875
setPermission,234,965245866,1071872,17512275.7521368
RPC:setOwner,234,710154817,1930337,27296224.8490029
RPC:setPermission,234,966675992,2151959,19790873.8589745
getListing,234,1220711,0,180918.648148153
RPC:getListing,234,29286652,1150725,3331541.66809111
RPC:getContentSummary,234,35014321,1825579,3697004.73789171
getContentSummary,234,1886995,187101,452452.289173787
getBlockLocations,330,5433377,57575,354342.068686864
RPC:getBlockLocations,330,286224967,1366063,8675077.68888886
newBlockReader,2238,1044289106,3211590,10692812.8441694
blockSeekTo,2237,60106301633,4419947,59323164.1558916
OP: new blockSender,2238,262188207,0,866998.890988966
chooseDataNode,2243,8225597,0,283524.261249814
OP: try new BlockReader,2243,60091589713,3857050,71011947.0634594
bestNode,2243,343878,0,21607.1981275065
sendBlock,2237,13059335513,375432512,1120753601.40231
OP: receive block,2237,13138000711,379317524,1155889388.96165
readBlock,2238,13143039713,731122,1168774429.8657
checksumOk,2237,10462747,0,352069.914645437
verifiedByClient,2144,1077550567,0,5031249.72031251
RPC:delete,458,1056084741,1622771,24389089.1903195
delete,458,1054929178,833434,22021750.2651021
abandonBlock,125,899417,89399,263201.1
RPC:abandonBlock,125,25089763,876583,4323361.41333334
RPC:errorReport,3,19100590,2588035,8414232.33333333
errorReport,3,2447240,959812,1594557
RPC:getProtocolVersion,4,122152431,1506012,37489498.25
getProtocolVersion,4,17916858,93025,4951518.25
startBlockRecovery,1,7471380,7471380,7471380
RPC:startBlockRecovery,1,36768099,36768099,36768099
nextGenerationStamp,2,540765,352021,446393
RPC:nextGenerationStamp,2,1589125,1370152,1479638.5
RPC:commitBlockSynchronization,2,2961427,1189834,2075630.5
commitBlockSynchronization,2,491937,353424,422680.5
recoverBlock,2,211494091,3725279,107609685
RPC:recoverBlock,2,213537327,14866396,114201861.5
RPC:updateBlock,1,17780576,17780576,17780576
updateBlock,1,1675926,1675926,1675926
RPC:getBlockInfo,1,1772959,1772959,1772959
getBlockInfo,1,360112,360112,360112
