OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,727,1832349963,17284037,57372883.6327831
OP: new BlockReceiver,2183,1537485208,293046,15302173.9667753
getFileInfo,74,7683265,395367,1176439.65653153
addBlock,730,586513469,94784,2241602.85586759
RPC:getFileInfo,74,15586875,2476588,5303711.77995498
createBlockOutputStream,730,1826368141,13982381,51582983.9640182
OP: connect next Datanode,1458,908811830,3978345,18897577.6140702
RPC:addBlock,730,591112026,1441470,5218924.18753429
RPC:create,74,122117327,2470288,9389199.11486498
create,74,117167212,1345497,7005091.79054056
OP: send block,727,18250316363,619345112,3607978024.54491
writeBlock,2188,18309211784,46839523,3699690012.1704
receiveBlock,2181,18258997227,620315095,3681939959.18844
errorReport,3,1166391,871215,1031584
abandonBlock,3,443050,268005,341700.333333333
RPC:errorReport,3,3706463,2434232,2938522
RPC:abandonBlock,3,2637540,1134851,1744895
complete,74,416527944,1137141,22817418.3423422
RPC:complete,74,417540488,1914440,24795254.3558558
