OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,3155,4986854261,14820467,70269597.1765414
OP: new BlockReceiver,9465,4975732858,291198,23961501.5401143
getFileInfo,313,6259980,107755,719588.758146916
addBlock,3155,822221975,39474,1356638.84722294
RPC:getFileInfo,313,41126729,1877822,5457881.00846658
createBlockOutputStream,3155,4984551517,12881092,63896410.8577794
OP: connect next Datanode,6310,2196715339,3130303,28098630.3214731
RPC:addBlock,3155,828489023,1090804,4808398.14513039
RPC:create,313,465069758,2324433,18289638.9984026
create,313,461421492,1250141,15540549.0867947
OP: send block,3155,69912218364,707845947,5825120586.88606
writeBlock,9465,69984503536,721493430,5935651788.60902
receiveBlock,9465,69927716407,704177179,5896447152.78906
complete,313,410422000,1083099,10591973.2460068
RPC:complete,313,415209013,1851087,13036399.6517571
