TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
79B1BD991DC59BC3,425973C56016CDA2,getFileInfo,3951360679719417,3951360680094049,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
52A61C7493B123A1,9BD05AF0C2FCD214,getFileInfo,3951360681900857,3951360682603163,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B63B75FEE341018C,1F47ABE1300FC645,getFileInfo,3951360684012908,3951360684600261,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
F63C4B3AC5822554,A986CE78F1E9BE59,getFileInfo,3951360683214799,3951360683894131,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
F63C4B3AC5822554,39A44999E86A4DD8,RPC:getFileInfo,2139309991023942,2139310497347373,10.107.100.112,client001,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
4014D0A5BE52FBDD,27CA7A1F69A8FB69,getFileInfo,3951360696662680,3951360697234677,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
37CCB11D78BE31D5,07E5EBFD155A05AC,getFileInfo,3951360696903915,3951360697739179,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B63B75FEE341018C,37E474BC5C6F8DB2,RPC:getFileInfo,230726361020010,230726867188298,10.107.100.131,client020,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
52A61C7493B123A1,5A5BF9608F0A98CC,RPC:getFileInfo,2139277439414361,2139277947339089,10.107.100.113,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
79B1BD991DC59BC3,05AD4A2A92FD0A0D,RPC:getFileInfo,3909347427033248,3909347938145882,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
37CCB11D78BE31D5,1983735D54699F5C,RPC:getFileInfo,2144565445530966,2144565949139699,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
04069B5407CE204D,EF053131E8CB7C52,getFileInfo,3951360704373963,3951360704904070,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
4014D0A5BE52FBDD,3B1F78903535F4FD,RPC:getFileInfo,2139086441016985,2139086944322349,10.107.100.124,client013,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
04069B5407CE204D,8CA010F35E68488D,RPC:getFileInfo,1652875686479088,1652876189861080,10.107.100.117,client006,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
11CFCCD734B3C303,F3F3A219A2B81E2D,getFileInfo,3951360718274537,3951360718438126,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B6AC7FBCA36C2187,7747ED84B2A532EE,getFileInfo,3951360727755348,3951360727931425,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
11CFCCD734B3C303,9C1D21BD472F6E0C,RPC:getFileInfo,3945594016358233,3945594519663366,10.107.100.122,client011,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
7D2AAC0E58CB73A6,9C1CCC3D94991DCD,getFileInfo,3951360730224373,3951360730418011,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
03FF6A45683641D3,6E707EA40E86EA72,getFileInfo,3951360734076174,3951360734531379,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B6AC7FBCA36C2187,214602ABBB51811C,RPC:getFileInfo,2139025650307850,2139026153493549,10.107.100.130,client019,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
7D2AAC0E58CB73A6,F13BA64BAD54C557,RPC:getFileInfo,1778056916629390,1778057419821355,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EE38B164BC27511F,E33ADE75B843007E,getFileInfo,3951360746797041,3951360746970953,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
03FF6A45683641D3,FA67C58AB207CA83,RPC:getFileInfo,3905829006588069,3905829509752225,10.107.100.123,client012,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
118AB6E017999566,EDFAB21E71FE949E,getFileInfo,3951360753600262,3951360753760758,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
7721DCC94761066A,27DF5167B15E9E8D,getFileInfo,3951360754438022,3951360754594869,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1CD3B1408C822CB9,EC4C117EDCA1ABE5,getFileInfo,3951360755573836,3951360755790789,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
