OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,5506,3166150886,0,409900820.056325
getBlockLocations,1191,5096051,0,328748.193904675
OP: try new BlockReader,5075,1496305628,3247586,14052253.2872038
RPC:getBlockLocations,1191,161954041,1079683,7170406.46467157
readBlock,5074,12600147326,28335,387361277.375786
getFileInfo,1460,6935095,0,217922.222400714
newBlockReader,5075,1491493129,1517100,9000683.52757807
bestNode,6154,651153,0,21253.852962858
RPC:getFileInfo,1460,35764004,57598,3510730.34303347
OP: new blockSender,5075,8085628,0,660521.118511078
blockSeekTo,2154,10625500610,0,987584277.045712
sendBlock,1722,12572456590,385313415,1009694295.70261
OP: receive block,1722,12598381144,391548909,1036454378.10021
checksumOk,1722,4967186,0,335451.848629685
verifiedByClient,1643,15558438,0,114293.632466749
