OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,3408,8894256,0,202397.409674375
mkdirs,226,332487287,978130,7469708.92890857
RPC:getFileInfo,3408,34125065,463852,3852512.9506286
RPC:mkdirs,226,333792560,1885857,10474146.8035397
nextBlockOutputStream,2022,2761439459,15800720,53504619.8323038
OP: new BlockReceiver,6066,2750144599,0,16609632.938225
addBlock,2022,239062910,0,817916.603511374
createBlockOutputStream,2022,2758161514,13267061,48908298.5571962
OP: connect next Datanode,4044,2749224379,3635213,21774188.3989016
RPC:addBlock,2022,247104858,1093941,3933505.23835312
RPC:create,206,585735787,2070575,13195069.2588994
create,206,581389344,1168895,10834217.2831715
OP: send block,2022,24448331187,658794216,3991482491.89687
writeBlock,6066,24568405766,669884398,4044136491.2979
receiveBlock,6066,24519856954,664520681,4012044341.96439
complete,206,504899886,933371,22597402.1941746
RPC:complete,206,505703177,1502144,24568969.6925565
rename,200,1094864486,961428,13061244.2216665
RPC:rename,200,1098813181,1829990,15567039.4999998
RPC:setPermission,200,752690819,2124211,15851545.1549997
setPermission,200,749226085,939424,13123931.0499994
setOwner,200,854897569,897117,14018544.5033333
RPC:setOwner,200,857228722,1947868,16598351.3249996
getListing,200,595442,68895,182158.551666669
RPC:getListing,200,225776586,1095627,4714007.96333331
getContentSummary,200,6783544,248079,463421.573333331
RPC:getContentSummary,200,20757955,1782534,4305169.96333332
getBlockLocations,279,1594711,0,280052.351254481
RPC:getBlockLocations,279,34909756,1471648,7169911.29271206
newBlockReader,1914,2518463566,2564555,10857036.4932772
blockSeekTo,1912,2522961753,4139256,18273192.3550032
OP: new blockSender,1914,678239249,0,1018848.68235806
chooseDataNode,1914,10541412,0,288992.641353192
OP: try new BlockReader,1913,2521445286,3613763,17142685.030362
bestNode,1914,5974705,0,26859.774625565
readBlock,1914,10042786388,385228043,1149577234.00329
sendBlock,1914,8775774685,378991904,1097908478.17163
OP: receive block,1914,10008347156,383091315,1132536755.28667
checksumOk,1914,23834781,81864,357537.153674659
verifiedByClient,1913,2543681791,0,6006564.68612115
RPC:delete,394,595002104,1608049,14168138.1537641
delete,394,587442197,890368,11763994.0355328
