OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,138,291874290,14147444,49604411.6956523
getFileInfo,74,9580608,101105,973909.899999995
writeBlock,275,11301103734,1769860,2365042244.25835
abandonBlock,273,717958,0,173453.439723241
addBlock,343,1048429,0,455296.629154515
RPC:getFileInfo,74,12339888,1978745,3983763.79932433
createBlockOutputStream,343,289493012,581249,15375495.5551669
OP: connect next Datanode,205,283980222,668580,10876162.6662601
RPC:abandonBlock,273,5622586,738192,1404509.02173383
RPC:addBlock,343,15110581,1517610,3264861.64760278
RPC:create,74,6114238,2409738,3384545.22522521
create,74,4585604,1146622,2046446.89639639
OP: new BlockReceiver,219,284829964,412856,12318633.9199064
receiveBlock,210,11291894098,734863167,3071838635.60561
OP: send block,70,8687519558,732702204,3027684568.29047
RPC:complete,6,48511450,2108963,12195667
complete,6,37684518,1180266,9608890.66666667
