TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
EAE74E1CDFB02906,AB1DED0FF89EB824,getFileInfo,3566215635674982,3566215636466545,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EAE74E1CDFB02906,29BED3897ECE55F7,RPC:getFileInfo,3560285980932144,3560285989408345,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EAE74E1CDFB02906,F5EF0A8A031A445B,create,3566215656356852,3566215659114035,10.107.100.57,namenode,Namenode,Success: return(OW[class=void,value=null])
EAE74E1CDFB02906,29BED3897ECE55F7,RPC:create,3560286002613935,3560286006736234,10.107.100.114,client003,RPC Client,Success: return(OW[class=void,value=null])
EAE74E1CDFB02906,5A6A67A58C1223B9,addBlock,3566215688168574,3566215688800417,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@342e157d])
EAE74E1CDFB02906,29BED3897ECE55F7,RPC:addBlock,3560286034338725,3560286038867062,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@17f7b44f])
EAE74E1CDFB02906,09323212A927046A,OP: new BlockReceiver,225553927708704,225553932028357,10.107.100.80,datanode047,Datanode,Success: return OP_STATUS_SUCCESS
EAE74E1CDFB02906,6A1D8F763FDED15E,OP: connect next Datanode,53002925993870,53002997042458,10.107.100.46,datanode032,Datanode,Success: connected to 10.107.100.80:50010
EAE74E1CDFB02906,6A1D8F763FDED15E,OP: new BlockReceiver,53002920512923,53003003745797,10.107.100.46,datanode032,Datanode,Success: return OP_STATUS_SUCCESS
EAE74E1CDFB02906,E4AB5637DDF26C69,OP: connect next Datanode,1270497887308346,1270498038903731,10.107.100.98,datanode038,Datanode,Success: connected to 10.107.100.46:50010
EAE74E1CDFB02906,E4AB5637DDF26C69,OP: new BlockReceiver,1270497883854883,1270498043130785,10.107.100.98,datanode038,Datanode,Success: return OP_STATUS_SUCCESS
EAE74E1CDFB02906,29BED3897ECE55F7,createBlockOutputStream,3560286038969688,3560286239323470,10.107.100.114,client003,DFSClient,Success: connected to 10.107.100.98:50010
EAE74E1CDFB02906,29BED3897ECE55F7,nextBlockOutputStream,3560286033939864,3560286239583671,10.107.100.114,client003,DFSClient,Success: create blockOutputStream for next block=blk_-1427708216906396475_31700 of /user/hadoop/localFile_6_blocks_client003_2158515390
EAE74E1CDFB02906,29BED3897ECE55F7,OP: send block,3560286241049637,3560287660317985,10.107.100.114,client003,DFSClient,Success: sent blk_-1427708216906396475_31700
EAE74E1CDFB02906,92B0B30A0ED3850F,receiveBlock,225553956517478,225555375094426,10.107.100.80,datanode047,Datanode,Success: received a block
EAE74E1CDFB02906,09323212A927046A,writeBlock,225553927681629,225555376849761,10.107.100.80,datanode047,Datanode,Success:
EAE74E1CDFB02906,837158A72BE5DE42,receiveBlock,53003015120585,53004444237759,10.107.100.46,datanode032,Datanode,Success: received a block
EAE74E1CDFB02906,6A1D8F763FDED15E,writeBlock,53002920487922,53004445618126,10.107.100.46,datanode032,Datanode,Success:
EAE74E1CDFB02906,6F88C76E083D12D1,receiveBlock,1270498045790038,1270499480886334,10.107.100.98,datanode038,Datanode,Success: received a block
EAE74E1CDFB02906,E4AB5637DDF26C69,writeBlock,1270497883834346,1270499481353256,10.107.100.98,datanode038,Datanode,Success:
EAE74E1CDFB02906,C6451794A92E7A4F,addBlock,3566217331716596,3566217332377936,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@3d84dc4e])
EAE74E1CDFB02906,29BED3897ECE55F7,RPC:addBlock,3560287677974907,3560287680312017,10.107.100.114,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlock,value=org.apache.hadoop.hdfs.protocol.LocatedBlock@38882d9a])
EAE74E1CDFB02906,5A5B1990FC114FC0,OP: connect next Datanode,1270953912712412,1270953931350069,10.107.100.73,datanode013,Datanode,Success: connected to 10.107.100.85:50010
EAE74E1CDFB02906,5A5B1990FC114FC0,OP: new BlockReceiver,1270953904573445,1270953935679566,10.107.100.73,datanode013,Datanode,Success: return OP_STATUS_SUCCESS
