OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,9513,23674693,0,220071.711424522
mkdirs,587,706454368,1000176,12232909.4835779
RPC:getFileInfo,9514,65072074,260351,5037362.34457816
RPC:mkdirs,587,707496355,1714737,15958012.3072851
nextBlockOutputStream,5788,198326064191,15300858,1594194977.1008
OP: new BlockReceiver,17628,63110276223,0,229792798.587093
addBlock,6077,417454605,8082,915662.82475675
createBlockOutputStream,6092,69126466764,1382231,1760821100.95609
OP: connect next Datanode,11931,66105738353,602458,821618412.958579
RPC:addBlock,6078,424984423,1044733,6353272.82528453
RPC:create,559,727653823,1579565,19675255.5569473
create,559,723824591,1107418,13571085.6726298
OP: send block,5780,122321358139,581333870,6620496329.54217
writeBlock,17819,469915906328,1315540,7197520971.95463
receiveBlock,17446,469867727158,540958,6827458325.39523
RPC:complete,552,938358224,1519527,21545177.1135267
complete,552,933788586,857901,17356303.1068839
rename,558,425014308,1004486,13914214.5597372
RPC:rename,558,436045565,1872261,17109870.7867381
RPC:setPermission,558,724514933,2024547,16896378.9856625
setPermission,558,718886487,854042,13458082.264636
getListing,558,1447147,0,171348.309438479
setOwner,558,706665863,786868,13236280.1212667
RPC:setOwner,558,709625049,1854820,17044491.7962963
RPC:getListing,558,616486646,1246943,5456390.35364403
getContentSummary,558,5828247,88105,451833.835722814
RPC:getContentSummary,558,54130377,1582055,4518146.54958186
getBlockLocations,863,602729048,0,1247950.16937042
RPC:getBlockLocations,863,605999741,855219,9886053.09482454
newBlockReader,5938,9712075854,1762347,14571262.6757082
blockSeekTo,5782,249442321914,166120,305054994.581837
OP: new blockSender,5956,9702879542,0,3208196.25811366
chooseDataNode,5988,6873877127,0,6475239.17081351
OP: try new BlockReader,5982,60097988925,519353,327858639.329055
bestNode,5997,11288086,0,25928.3438148974
sendBlock,5776,366220345080,28029111,1311997566.49897
OP: receive block,5965,61404277390,23037857,1287477419.0307
checksumOk,5704,7439411,0,339012.98249304
verifiedByClient,5449,12078071588,0,14738077.2058931
readBlock,5957,366225421244,456535,1332683113.23259
RPC:delete,1114,968460120,1588576,18813774.5255978
delete,1115,967731774,846598,14959826.9666524
abandonBlock,290,1049754,12497,210967.945977014
RPC:abandonBlock,290,29202363,710222,3295426.32643677
RPC:getProtocolVersion,25,2537239188,2103968,284117969.906667
getProtocolVersion,25,490852547,77826,36061812.4399999
RPC:commitBlockSynchronization,14,8536550,1052759,2530946.21428571
commitBlockSynchronization,14,404379,183672,285753.61904762
recoverBlock,14,2539964355,4786182,443079653.619047
RPC:recoverBlock,14,2545599504,6282713,447346841.166667
RPC:updateBlock,7,16932136,1994968,5498520.28571429
startBlockRecovery,7,260713616,449446,81440726.5714286
RPC:startBlockRecovery,7,264859317,2098485,86331958.2857143
nextGenerationStamp,14,625658,104588,313721.571428572
RPC:nextGenerationStamp,14,7167139,877652,2335784.33333333
updateBlock,7,1666988,477337,1025507.85714285
RPC:getBlockInfo,4,6056917,1640005,3804064
getBlockInfo,4,705355,366013,491889.5
RPC:reportBadBlocks,6,9663760,1602410,3644194.55555555
reportBadBlocks,6,389338,146365,229690.333333333
RPC:errorReport,3,5909175,1826163,4081770
errorReport,3,3946874,450043,2361370.33333333
