OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,13795,9637195,0,289455.396412131
getBlockLocations,2040,9874788,0,247612.555857832
OP: try new BlockReader,13791,60327914044,3357336,291869667.117567
RPC:getBlockLocations,2040,841960500,1145252,11931928.3836611
getFileInfo,5531,6993425,0,193662.154458026
newBlockReader,13784,60199328468,1837103,229289783.647107
bestNode,13795,9442289,0,24455.5772476553
RPC:getFileInfo,5529,224296744,504577,6149794.68071933
blockSeekTo,13782,60342180124,3846355,290667067.164939
OP: new blockSender,13792,12225482,0,698736.832685552
readBlock,13795,133432535372,2263385,3118620203.73778
sendBlock,13795,133399881068,1611608,3005497025.46654
OP: receive block,13783,133439538637,373938817,2989928581.39144
checksumOk,13785,7795212,0,356469.898987662
verifiedByClient,13074,14411266098,0,3168125.65051375
