TaskID,Title,NumReports,NumEdges,FirstSeen,LastUpdated,StartTime,EndTime
79DE2CD9D0B4FC35,fs -copyFromLocal,167,75,2013-11-02 04:17:47,2013-11-02 04:18:06,2105345511303011,2105364452400322
DBDD1A8063B8D96C,fs -copyFromLocal,311,138,2013-11-02 04:18:14,2013-11-02 04:18:48,1613682590879242,1613716611641897
C545BA163DCBFFC8,fs -copyFromLocal,151,68,2013-11-02 04:19:06,2013-11-02 04:19:30,3905746981675357,3905770437332006
7A4ADFE497AA8725,fs -copyFromLocal,215,96,2013-11-02 04:19:22,2013-11-02 04:20:12,2099900536111159,2099950415643237
CD69D1DD75450F3E,fs -copyToLocal,121,47,2013-11-02 04:19:29,2013-11-02 04:19:44,2105447207618040,2105462466825367
9E44045318256934,fs -copyFromLocal,119,54,2013-11-02 04:19:32,2013-11-02 04:20:10,720001107401592,720039294882011
DB3D65740E765B0E,fs -copyFromLocal,295,131,2013-11-02 04:19:39,2013-11-02 04:21:47,2100006854686812,2100134934188471
53E4BB85F94609ED,fs -copyFromLocal,199,89,2013-11-02 04:19:40,2013-11-02 04:20:17,191619351786636,191656166346391
8A67E0A9C0653B54,fs -copyToLocal,110,43,2013-11-02 04:20:00,2013-11-02 04:20:08,3905800314529698,3905808215667800
B0E40A310CDC88CA,fs -copyFromLocal,151,68,2013-11-02 04:20:09,2013-11-02 04:21:00,3866751124361296,3866801440024939
B4CF45025F325490,fs -copyFromLocal,87,40,2013-11-02 04:20:24,2013-11-02 04:20:50,1738993835015114,1739019898375759
C9A9DF6D696B4F2A,fs -copyToLocal,222,84,2013-11-02 04:20:26,2013-11-02 04:20:49,1613814183502755,1613837062956693
63FD2FEA765FB848,fs -copyFromLocal,311,138,2013-11-02 04:20:29,2013-11-02 04:22:50,2105507010256385,2105648155409740
B41377CB47413E65,fs -copyFromLocal,231,103,2013-11-02 04:20:36,2013-11-02 04:22:16,3905854969791640,3905954669278583
82B80A1221D2329B,fs -copyToLocal,88,35,2013-11-02 04:20:44,2013-11-02 04:20:55,720073220523095,720083709479166
DB6F51FCC780E7A6,fs -copyFromLocal,279,124,2013-11-02 04:20:49,2013-11-02 04:22:13,2100052864023094,2100136746375316
AFB137427A90BFC8,fs -copyFromLocal,215,96,2013-11-02 04:20:54,2013-11-02 04:22:54,2100053381948622,2100173637392636
251D1B475469CC85,fs -copyToLocal,66,27,2013-11-02 04:20:57,2013-11-02 04:21:03,1739026756633912,1739032314950070
A375B338E7058F35,fs -copyToLocal,144,55,2013-11-02 04:20:58,2013-11-02 04:21:19,191697328300549,191717993597970
0D8312625A561640,fs -copyFromLocal,215,96,2013-11-02 04:20:59,2013-11-02 04:22:25,3905438001220873,3905523520659887
FBA72D9D82881373,fs -copyToLocal,156,60,2013-11-02 04:21:09,2013-11-02 04:21:30,2100007334782952,2100027955244706
350FCB983265225A,fs -copyFromLocal,71,33,2013-11-02 04:21:15,2013-11-02 04:21:43,3905885762543332,3905913352460030
E91F68A50DF840F9,fs -copyFromLocal,39,19,2013-11-02 04:21:17,2013-11-02 04:21:50,635966908597862,635999348959382
8D2E039D54BF52BE,fs -copyToLocal,110,43,2013-11-02 04:21:23,2013-11-02 04:21:39,3866824373596034,3866840174869128
5F6FEB1D6AA5C124,fs -copyToLocal,55,23,2013-11-02 04:22:00,2013-11-02 04:22:05,3905930241786360,3905935760028364
E141CA3612CF16BF,fs -copyFromLocal,263,117,2013-11-02 04:22:07,2013-11-02 04:23:14,720044005750023,720110275508891
95CBA050C34945CD,fs -copyFromLocal,71,33,2013-11-02 04:22:25,2013-11-02 04:22:44,719903935011552,719922945813431
46568D0ED6C52C51,fs -copyToLocal,156,60,2013-11-02 04:22:33,2013-11-02 04:22:49,3905531731261544,3905547650604161
9DDEC36CE0D79D06,fs -copyFromLocal,199,89,2013-11-02 04:22:49,2013-11-02 04:23:47,3906776633796891,3906834846735072
6B7C78E8D4D8B92F,fs -copyToLocal,33,15,2013-11-02 04:22:52,2013-11-02 04:22:54,636061313391505,636063172725090
