OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,2014,65760693023,14208798,273803546.172679
OP: new BlockReceiver,6042,65757767324,56993,93566819.4568055
getFileInfo,882,5114601,0,366439.87536262
addBlock,2014,343671432,0,643859.171226421
RPC:getFileInfo,882,26369966,309269,3584486.5245051
createBlockOutputStream,2014,65757327632,10994135,268734160.685087
OP: connect next Datanode,4028,65757115780,2944542,139488107.062626
RPC:addBlock,2014,352888961,1331619,4169043.68341596
RPC:create,182,1009177024,2225541,17370461.3369963
create,182,1007721001,1201990,14849256.8882789
OP: send block,2014,80491341303,480432609,7364807424.97567
writeBlock,6041,87822977762,484850556,7559728476.05663
receiveBlock,6041,80990596575,480205862,7453852005.08254
complete,182,468782831,1037279,9678689.53296697
RPC:complete,182,470157127,1864728,12300400.2728935
getBlockLocations,270,5523783,23609,425421.287654319
RPC:getBlockLocations,270,64749913,1841265,7876952.59999996
newBlockReader,1918,25894216216,1931552,65144376.2908924
blockSeekTo,1918,25898577237,3593084,71880464.5912408
OP: new blockSender,1918,3037928909,0,13277814.5138691
chooseDataNode,1918,6828708,152692,287361.013738266
OP: try new BlockReader,1918,25897199714,3229304,70766643.4251568
bestNode,1918,218741,0,22394.6643552313
readBlock,1918,23427201775,398483101,2350350160.79602
sendBlock,1918,23160970824,392464164,2321059179.1863
OP: receive block,1918,23163578720,396456273,2327220195.53331
checksumOk,1918,8931845,108425,375012.151180539
verifiedByClient,1871,1237596247,0,5756890.407055
