OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,758,4554887248,15725523,78208486.0218335
OP: new BlockReceiver,2275,4545594314,0,30497673.7366654
getFileInfo,78,5067781,365169,1204796.85491452
addBlock,761,442998923,123689,1533079.6539422
RPC:getFileInfo,78,24157456,2151283,5490964.87179496
createBlockOutputStream,761,4552434566,13711718,72633506.7619797
OP: connect next Datanode,1519,4543629149,3908243,31924026.3771957
RPC:addBlock,761,445102723,1284571,4694704.48600532
RPC:create,78,331783488,2450546,20648708.051282
create,78,330173620,1455007,17892421.1794871
OP: send block,758,22898473213,754148494,3745191811.69584
errorReport,3,816822,654880,742696.666666667
writeBlock,2280,22976574215,29435056,3825846118.31674
abandonBlock,3,495696,274093,353247
RPC:errorReport,3,2185796,1812001,2000571.33333333
RPC:abandonBlock,3,2211303,1332071,1747029
receiveBlock,2274,22939660561,755982193,3792305819.80651
complete,78,412095788,1273709,11565576.2521367
RPC:complete,78,416364131,1711757,13895859.1153847
