OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3050,6068268,0,280563.323746199
getBlockLocations,441,6427638,171568,416274.891156456
OP: try new BlockReader,3050,1310102906,3968379,18847657.5880734
RPC:getBlockLocations,441,235926885,1933672,10515954.5222978
getFileInfo,1236,6234727,21776,291791.036850499
newBlockReader,3050,1273376648,2671727,11274574.5069371
bestNode,3050,5661621,0,26646.7171413069
RPC:getFileInfo,1235,222505139,613987,5887513.73948747
blockSeekTo,3050,1310635844,4458395,20287586.4524411
OP: new blockSender,3050,1265737602,0,1562179.81345328
readBlock,3049,37617774188,33136552,1761151201.91428
checksumOk,3026,9041984,45428,344716.851884261
sendBlock,3049,37559853743,31386388,1707414821.6683
verifiedByClient,3019,204678450,0,309238.461002857
OP: receive block,3050,37615348548,25986593,1750573233.47776
RPC:reportBadBlocks,24,26177505,1701115,5747667.58333333
reportBadBlocks,24,867778,282205,441255.791666666
