OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,1927,37385374,38065,276506.249231043
mkdirs,145,939535510,848656,37072471.4285057
RPC:getFileInfo,1927,205969522,544313,2634661.68219819
RPC:mkdirs,145,941022099,1532455,38099691.891073
nextBlockOutputStream,339,4266829780,16187487,88191766.2423793
OP: new BlockReceiver,1017,4256656796,316502,23193176.5308938
addBlock,339,388500209,261474,4082867.34292035
createBlockOutputStream,339,4264147244,14645083,80614830.5078657
OP: connect next Datanode,678,4255883425,3393218,23261063.3146507
RPC:addBlock,339,390634803,1010348,7071746.46140611
RPC:create,123,1411857083,1603760,56085737.0650406
create,123,1075762582,956170,46961317.9051492
OP: send block,339,18724210931,2710142147,3287791426.55284
writeBlock,1017,18780951958,2734198817,3349212597.22754
receiveBlock,1017,18749824716,2723786921,3315890884.65211
complete,123,937138284,731967,42459718.1192417
RPC:complete,123,938620570,1405440,44035479.7127373
rename,105,613988382,910416,34430032.7968256
RPC:rename,105,616900287,1576104,35865193.1269842
setPermission,137,552996704,636822,19596067.6757905
RPC:setPermission,137,555008455,1205283,20923397.4087592
setOwner,105,669063573,747543,36603118.7809522
RPC:setOwner,105,671498481,1543095,38053113.2920633
getListing,157,9495495,72905,661371.137473466
RPC:getListing,157,57005242,900694,7919673.71231425
RPC:getContentSummary,105,4755463,1287055,2520516.7936508
getContentSummary,105,1498666,234785,742356.768253968
chooseDataNode,318,1115963,131448,364367.70754717
getBlockLocations,102,1880884,154365,394599.029411766
OP: try new BlockReader,318,1773542264,3496319,20240030.3207543
RPC:getBlockLocations,102,9377719,2679185,3901758.07516341
newBlockReader,318,1770749350,1129089,13854292.9580711
bestNode,318,157330,10790,30212.6069182385
blockSeekTo,318,1774339353,3778845,21117986.0670861
OP: new blockSender,318,1763312534,285535,6615915.21488474
readBlock,318,12084368841,2648735371,2872669888.87394
checksumOk,318,4897285,165993,545750.996855344
sendBlock,318,9052330673,2548136794,2738976370.18791
verifiedByClient,303,7359486491,23817,25185200.1740925
OP: receive block,318,7731429757,2644520636,2827398691.37159
RPC:delete,233,1568872401,1218694,32220145.1573673
delete,233,1567564081,735173,31019506.9431327
