TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
A35F1E0E30CFE877,CEC4DF2F964DA76A,getFileInfo,164162290238822,164162291042896,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
BFD025A083FAC68D,6517269F72888940,getFileInfo,164162307510830,164162308239844,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
A35F1E0E30CFE877,B0D91B607F0B3185,RPC:getFileInfo,14899240173999,14899243214085,10.107.133.187,client016,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
A35F1E0E30CFE877,E0179774F20AA881,mkdirs,164162308858974,164162309978653,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
A35F1E0E30CFE877,B0D91B607F0B3185,RPC:mkdirs,14899258821427,14899260981346,10.107.133.187,client016,RPC Client,Success: return(OW[class=boolean,value=true])
A35F1E0E30CFE877,42B002292A43BD62,fs -mkdir,14899235569830,14899261147745,10.107.133.187,client016,User: fs -mkdir dir_client016_10773,A user task
BFD025A083FAC68D,716F9B925A69962F,RPC:getFileInfo,14596824114410,14596826750765,10.107.135.137,client024,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
BFD025A083FAC68D,578D77B58D7C3A43,mkdirs,164162323305644,164162325117450,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
BFD025A083FAC68D,716F9B925A69962F,RPC:mkdirs,14596839951613,14596842576111,10.107.135.137,client024,RPC Client,Success: return(OW[class=boolean,value=true])
BFD025A083FAC68D,BC06BDEF6A94AA22,fs -mkdir,14596819321968,14596842609460,10.107.135.137,client024,User: fs -mkdir dir_client024_2266,A user task
6C00C0DEF8F459E0,2ECB2926EBA6B53F,getFileInfo,164164247460507,164164248749134,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
6C00C0DEF8F459E0,7990FD44BDEDCB1B,RPC:getFileInfo,15351638109755,15351642413764,10.107.131.152,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
6C00C0DEF8F459E0,5C88FF9ECC8EFC7A,mkdirs,164164263245337,164164265163042,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
6C00C0DEF8F459E0,7990FD44BDEDCB1B,RPC:mkdirs,15351653833769,15351657171155,10.107.131.152,client004,RPC Client,Success: return(OW[class=boolean,value=true])
6C00C0DEF8F459E0,6E7F60AC91932E25,fs -mkdir,15351633154119,15351657202107,10.107.131.152,client004,User: fs -mkdir dir_client004_15285,A user task
1870CC8B37EB6AF5,59E08395F4A1C59A,getFileInfo,164164326674788,164164327936831,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
76D79E6ECF56DE25,40E5E4BEB1216CB7,getFileInfo,164164335849197,164164336413423,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1870CC8B37EB6AF5,26AA273DC8E0FE58,RPC:getFileInfo,14531542145012,14531546813870,10.107.134.201,client026,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1870CC8B37EB6AF5,9CF2C08A44FC73F8,mkdirs,164164343582331,164164345201478,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
1870CC8B37EB6AF5,26AA273DC8E0FE58,RPC:mkdirs,14531559063412,14531561970087,10.107.134.201,client026,RPC Client,Success: return(OW[class=boolean,value=true])
1870CC8B37EB6AF5,A7B6B768861F0DF2,fs -mkdir,14531537560324,14531562017846,10.107.134.201,client026,User: fs -mkdir dir_client026_20769,A user task
76D79E6ECF56DE25,5B64A8479BFD078D,RPC:getFileInfo,14387098486050,14387101542329,10.107.132.46,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
76D79E6ECF56DE25,93158F8C4504F8A1,mkdirs,164164351448684,164164352987407,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
76D79E6ECF56DE25,5B64A8479BFD078D,RPC:mkdirs,14387113968587,14387116895985,10.107.132.46,client030,RPC Client,Success: return(OW[class=boolean,value=true])
76D79E6ECF56DE25,C1C0501D43B2F8C8,fs -mkdir,14387093558526,14387116943890,10.107.132.46,client030,User: fs -mkdir dir_client030_1584,A user task
4AB438FA24B80ED4,8936CE8A634C3945,getFileInfo,164165250873772,164165251197447,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
388725776E71BAC3,712D6D97677EAEAE,getFileInfo,164165258976826,164165259100133,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
4AB438FA24B80ED4,47E07C52A7E41972,RPC:getFileInfo,15066719111798,15066720901990,10.107.132.60,client011,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
4AB438FA24B80ED4,3786A1732DA97337,mkdirs,164165266670429,164165267676864,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
4AB438FA24B80ED4,47E07C52A7E41972,RPC:mkdirs,15066734852955,15066736717186,10.107.132.60,client011,RPC Client,Success: return(OW[class=boolean,value=true])
4AB438FA24B80ED4,96C6AD923E377221,fs -mkdir,15066714316167,15066736748609,10.107.132.60,client011,User: fs -mkdir dir_client011_6780,A user task
388725776E71BAC3,43AAD6A9BA957AF4,RPC:getFileInfo,3756137150693,3756138797685,10.107.130.72,client003,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
388725776E71BAC3,641ED668AA422C07,mkdirs,164165273736588,164165274908409,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
388725776E71BAC3,43AAD6A9BA957AF4,RPC:mkdirs,3756151876316,3756153858599,10.107.130.72,client003,RPC Client,Success: return(OW[class=boolean,value=true])
388725776E71BAC3,93F5C0A3ED63F116,fs -mkdir,3756131682742,3756153891127,10.107.130.72,client003,User: fs -mkdir dir_client003_26381,A user task
D9848A07E8C562DB,778E453E51759FA6,getFileInfo,164165295673219,164165296069018,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
D9848A07E8C562DB,54CE501A5BDA9C35,RPC:getFileInfo,12490585115602,12490586919797,10.107.135.107,client014,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EBF5483DDEEB2B4F,70203D8833E60E11,getFileInfo,164165310610231,164165310991619,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
D9848A07E8C562DB,2E02A620D5AB703D,mkdirs,164165311214771,164165312063427,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
D9848A07E8C562DB,54CE501A5BDA9C35,RPC:mkdirs,12490600101738,12490602203468,10.107.135.107,client014,RPC Client,Success: return(OW[class=boolean,value=true])
D9848A07E8C562DB,87118F75889B3CC1,fs -mkdir,12490579827684,12490602234856,10.107.135.107,client014,User: fs -mkdir dir_client014_9084,A user task
EBF5483DDEEB2B4F,D85F397EDC5A5518,RPC:getFileInfo,15302673116406,15302674942563,10.107.134.175,client005,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
EBF5483DDEEB2B4F,C208EBB77681F98B,mkdirs,164165327475872,164165328372931,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
EBF5483DDEEB2B4F,D85F397EDC5A5518,RPC:mkdirs,15302689901510,15302691548078,10.107.134.175,client005,RPC Client,Success: return(OW[class=boolean,value=true])
EBF5483DDEEB2B4F,4FF7AD32FA7ECFAA,fs -mkdir,15302665272956,15302691579251,10.107.134.175,client005,User: fs -mkdir dir_client005_28368,A user task
B2AE9E806740B5DE,877155D9588B1137,getFileInfo,164166272338516,164166273130844,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B2AE9E806740B5DE,A8C53DABD19B6735,RPC:getFileInfo,14647666113546,14647668527889,10.107.134.117,client023,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B2AE9E806740B5DE,F83EECF0A6394177,mkdirs,164166287079777,164166288047227,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
B2AE9E806740B5DE,A8C53DABD19B6735,RPC:mkdirs,14647680857670,14647682515605,10.107.134.117,client023,RPC Client,Success: return(OW[class=boolean,value=true])
B2AE9E806740B5DE,A44846BEF243AD19,fs -mkdir,14647660317357,14647682547948,10.107.134.117,client023,User: fs -mkdir dir_client023_19311,A user task
6193EB4FE2916073,4E83832A4AAC4757,getFileInfo,164167292468236,164167293185706,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
2C378E8019C53AF1,64A66230511E17C5,getFileInfo,164167304115535,164167304644288,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
6193EB4FE2916073,1A192BFF89BAC18C,RPC:getFileInfo,14468513110896,14468515981209,10.107.130.17,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
6193EB4FE2916073,910CB7D27FFF6717,mkdirs,164167308362394,164167310128135,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
6193EB4FE2916073,1A192BFF89BAC18C,RPC:mkdirs,14468529098811,14468532627733,10.107.130.17,client028,RPC Client,Success: return(OW[class=boolean,value=true])
6193EB4FE2916073,15F90C0817387D92,fs -mkdir,14468508286718,14468532659182,10.107.130.17,client028,User: fs -mkdir dir_client028_25268,A user task
2C378E8019C53AF1,F640088ABFD45508,RPC:getFileInfo,14502624122748,14502626529500,10.107.131.64,client027,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
2C378E8019C53AF1,83A7EEF69273C51E,mkdirs,164167319051061,164167320762556,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
2C378E8019C53AF1,F640088ABFD45508,RPC:mkdirs,14502638886274,14502642150738,10.107.131.64,client027,RPC Client,Success: return(OW[class=boolean,value=true])
2C378E8019C53AF1,3674C6FCD8D721C1,fs -mkdir,14502618897498,14502642184115,10.107.131.64,client027,User: fs -mkdir dir_client027_5160,A user task
2C2A770C2A5A3114,ACDC26B6603B5552,getFileInfo,164168259528973,164168259837896,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
2C2A770C2A5A3114,EDAF633B05BC7541,RPC:getFileInfo,14839222108740,14839223781480,10.107.132.255,client018,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
474396EFED26F445,4D41086161A8AB98,getFileInfo,164168274333109,164168274786079,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
2C2A770C2A5A3114,D8E8FC1CDF525D06,mkdirs,164168274351092,164168275747013,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
2C2A770C2A5A3114,EDAF633B05BC7541,RPC:mkdirs,14839236863135,14839239067758,10.107.132.255,client018,RPC Client,Success: return(OW[class=boolean,value=true])
2C2A770C2A5A3114,38B63C87DE3364EE,fs -mkdir,14839217202555,14839239099087,10.107.132.255,client018,User: fs -mkdir dir_client018_13955,A user task
474396EFED26F445,2845260381F5A299,RPC:getFileInfo,3771191112782,3771193230421,10.107.135.130,client002,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1F8E8FE5F1634D1B,E5CFFE97CC2AA38B,getFileInfo,164168289786465,164168290849574,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
474396EFED26F445,22179359A4F598B7,mkdirs,164168290798958,164168293775969,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
474396EFED26F445,2845260381F5A299,RPC:mkdirs,3771206908464,3771211333892,10.107.135.130,client002,RPC Client,Success: return(OW[class=boolean,value=true])
474396EFED26F445,C8E05DE56C98897A,fs -mkdir,3771185861548,3771211374743,10.107.135.130,client002,User: fs -mkdir dir_client002_25375,A user task
1F8E8FE5F1634D1B,C3B17C599A7467D7,RPC:getFileInfo,14441210108062,14441213789874,10.107.130.88,client029,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
1F8E8FE5F1634D1B,D5CE0C49ACC67CE6,mkdirs,164168305643499,164168307045949,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
1F8E8FE5F1634D1B,C3B17C599A7467D7,RPC:mkdirs,14441225819558,14441228488308,10.107.130.88,client029,RPC Client,Success: return(OW[class=boolean,value=true])
1F8E8FE5F1634D1B,4854463BE8204790,fs -mkdir,14441205236730,14441228519762,10.107.130.88,client029,User: fs -mkdir dir_client029_14455,A user task
