OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,721,2746173574,16576276,58076294.7024727
OP: new BlockReceiver,2166,2735758679,0,17151433.7702327
getFileInfo,70,28105265,429159,1555124.76309523
addBlock,726,67946573,0,616970.164187326
RPC:getFileInfo,70,30212366,1999517,5408719.03452375
createBlockOutputStream,726,2742245307,14202910,53735283.6650594
OP: connect next Datanode,1449,846608629,3574880,20595977.7730337
RPC:addBlock,726,74233631,1348453,3601818.06035352
RPC:create,70,111967315,2583288,8637809.19047617
create,70,110223119,1467146,6236191.46190474
OP: send block,721,17367580744,668520307,3492985198.08566
writeBlock,2175,17391972933,50152271,3537142060.70133
receiveBlock,2163,17374156292,669236262,3526718755.16401
RPC:errorReport,5,5607847,2113091,3490586.4
errorReport,5,1398459,748930,1105780.53333333
abandonBlock,5,696015,271181,379434.333333334
RPC:abandonBlock,5,7014298,1558316,2517689.66666667
RPC:complete,70,1046428774,2067764,41400171.4571429
complete,70,1043732394,1423393,39186852.5809525
