OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,11409,8040321,0,285546.074774529
getBlockLocations,1662,6862952,0,267735.203620135
OP: try new BlockReader,11408,2576471210,3532286,18526000.1981952
RPC:getBlockLocations,1663,1316375029,1164348,11739855.1230701
getFileInfo,4468,9120368,0,217588.383341685
newBlockReader,11408,2575008715,1520519,11074964.3619916
bestNode,11410,3270052,0,23216.9434849915
RPC:getFileInfo,4465,216906004,87190,6094622.04887859
blockSeekTo,11408,2577042577,3901180,20006228.6580494
OP: new blockSender,11406,27567041,0,598375.042247963
readBlock,11407,58376428984,384557235,1802323680.94853
sendBlock,11409,58373523248,376806726,1740410873.2348
OP: receive block,11409,58374215479,380944785,1791321228.08847
checksumOk,11410,16135661,0,346343.26731107
verifiedByClient,11385,469822671,0,148671.721921693
