OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,4800,7557021,0,171489.681609373
mkdirs,450,3355160,786052,1430274.64139653
RPC:getFileInfo,4800,316541687,300859905,302995351.737909
RPC:mkdirs,450,323915382,301953143,302951807.98766
RPC:create,450,306309438,302082060,303188368.799553
create,450,4567763,907909,1602679.87145524
complete,450,7013276,737226,1420682.7698462
RPC:complete,450,609782103,301717474,455084005.646656
rename,450,8766651,793062,1480028.22257417
RPC:rename,450,311796790,301868498,302894087.359649
setPermission,447,7106218,681649,1259737.07342231
RPC:setPermission,447,309527423,301643370,303100348.340387
setOwner,435,6576042,715476,1247065.56600221
RPC:setOwner,435,308720532,301716191,303109184.232366
getListing,426,6223333,0,211709.733128454
RPC:getListing,426,308508180,301196323,302624548.22677
RPC:getContentSummary,420,308376672,301945664,303177647.224817
getContentSummary,420,879760,0,420527.639713765
RPC:delete,420,305350386,301700914,302613068.347229
delete,420,3384179,738171,1275160.90409424
