OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3073,7856528,0,282801.369865935
getBlockLocations,464,6816560,0,411823.300646546
OP: try new BlockReader,3072,1059155572,24160474,43359032.1235321
RPC:getBlockLocations,464,58079622,13650439,22846349.4991021
getFileInfo,1292,5271443,0,290449.823056057
newBlockReader,3072,993378679,11651335,20564830.1079778
bestNode,3073,3964976,0,23641.9723734359
RPC:getFileInfo,1292,247604311,10119261,15528304.7151789
blockSeekTo,3073,1059563909,24561900,46045398.1540285
OP: new blockSender,3073,16865366,0,764310.618581836
readBlock,3073,19959675801,701171636,1893851420.1155
checksumOk,3073,4359304,0,345560.022045309
sendBlock,3073,19937295629,676145944,1854391025.01083
verifiedByClient,3065,1089028984,0,464268.046352048
OP: receive block,3073,19947369637,688927729,1873673189.7139
