TaskID,Title,NumReports,NumEdges,FirstSeen,LastUpdated,StartTime,EndTime
5D360593319A14C9,fs -copyToLocal,33,15,2013-11-02 16:48:15,2013-11-02 16:48:18,3915154894776283,3915158066070396
F284187CE180D921,fs -copyToLocal,33,15,2013-11-02 16:48:15,2013-11-02 16:48:17,2144832979429327,2144835175356100
4C3D51F641F6CB78,fs -copyToLocal,33,15,2013-11-02 16:48:20,2013-11-02 16:48:22,2144898771063794,2144900785925883
CC435ECE02612395,fs -copyToLocal,189,72,2013-11-02 16:48:20,2013-11-02 16:48:39,236538736065939,236558219060761
E4FB31CC1C5714EC,fs -copyToLocal,88,35,2013-11-02 16:48:28,2013-11-02 16:48:36,3950726458036557,3950734666915991
4B0FB5F43A536B37,fs -copyToLocal,167,64,2013-11-02 16:48:30,2013-11-02 16:48:57,3915169989476479,3915196713338000
6AD2C2A48DE2C7F4,fs -copyToLocal,167,64,2013-11-02 16:48:34,2013-11-02 16:49:03,3951521180573524,3951550834237414
55B4342E09F472BB,fs -copyToLocal,121,47,2013-11-02 16:48:35,2013-11-02 16:48:54,2144853121753491,2144871984729095
F13AB53B17A7572C,fs -copyToLocal,200,76,2013-11-02 16:48:45,2013-11-02 16:49:05,3948613396372982,3948634099546746
D12973A5D2994437,fs -copyToLocal,156,60,2013-11-02 16:48:50,2013-11-02 16:49:06,3911671586945671,3911687511108907
21514F869193184A,fs -copyToLocal,55,23,2013-11-02 16:48:54,2013-11-02 16:49:03,3950312294135171,3950321977509112
3D455A277964B8C6,fs -copyToLocal,77,31,2013-11-02 16:48:55,2013-11-02 16:49:04,2145124800027402,2145133709366277
4CD01BD1E7A8C94B,fs -copyToLocal,22,11,2013-11-02 16:48:59,2013-11-02 16:49:03,3950749405054472,3950753873843416
BC462E7A040440A4,fs -copyToLocal,178,68,2013-11-02 16:48:59,2013-11-02 16:49:32,764855102824997,764888651221367
ED3972428E51F57E,fs -copyToLocal,99,39,2013-11-02 16:49:02,2013-11-02 16:49:34,3950921046332376,3950953381453898
43CE8316E707B6D0,fs -copyToLocal,200,76,2013-11-02 16:49:02,2013-11-02 16:49:38,2144945449201803,2144981581701070
6C99B961FEDF19D3,fs -copyToLocal,167,64,2013-11-02 16:49:04,2013-11-02 16:49:32,764697935043048,764725697721533
0891F5A0BC7D2D5E,fs -copyToLocal,167,64,2013-11-02 16:49:04,2013-11-02 16:49:30,2145166356541952,2145192237572364
AC771CD361C4EDDA,fs -copyToLocal,121,47,2013-11-02 16:49:04,2013-11-02 16:49:21,236582658080372,236599853368091
46AFA02F44CB9A32,fs -copyToLocal,66,27,2013-11-02 16:49:09,2013-11-02 16:49:17,1780575368044682,1780583314126337
6E6DD05EF9263A10,fs -copyToLocal,189,72,2013-11-02 16:49:10,2013-11-02 16:49:34,2710129975179966,2710153931362567
36C41A999F499EF7,fs -copyToLocal,55,23,2013-11-02 16:49:10,2013-11-02 16:49:16,3948638979450277,3948644731090585
9A5FFB1D3EBDBA90,fs -copyToLocal,22,11,2013-11-02 16:49:13,2013-11-02 16:49:15,3950753432535389,3950756159700211
530553DDCFB230C2,fs -copyToLocal,110,43,2013-11-02 16:49:17,2013-11-02 16:49:33,680846541572968,680862905740284
05251BBC86B53F06,fs -copyToLocal,211,80,2013-11-02 16:49:16,2013-11-02 16:50:10,3951462773799137,3951516264844261
E1DBA7A961849128,fs -copyToLocal,88,35,2013-11-02 16:49:18,2013-11-02 16:49:34,3948817763224810,3948833606114137
EEA1199D04DB65E8,fs -copyToLocal,189,72,2013-11-02 16:49:35,2013-11-02 16:49:58,3951318384347348,3951342216538684
5940A048706983D7,fs -copyToLocal,110,43,2013-11-02 16:49:35,2013-11-02 16:49:48,1658763011390512,1658775915519947
235FC3D6680CE2C2,fs -copyToLocal,88,35,2013-11-02 16:49:38,2013-11-02 16:49:53,3950796720827195,3950811894743227
77643BA4BE0E293A,fs -copyToLocal,88,35,2013-11-02 16:49:38,2013-11-02 16:49:50,764731720998731,764743797598215
D2903BF2748817ED,fs -copyToLocal,222,84,2013-11-02 16:49:41,2013-11-02 16:50:11,2144976454956510,2145006388427857
BD69AEDF22E86688,fs -copyToLocal,121,47,2013-11-02 16:49:40,2013-11-02 16:50:05,2144723752713233,2144749420664457
455D67D2C4643905,fs -copyToLocal,209,78,2013-11-02 16:49:41,2013-11-02 16:50:11,765005436880917,765035229661792
01997B6F797DCD51,fs -copyToLocal,134,52,2013-11-02 16:49:41,2013-11-02 16:50:22,3950360015461231,3950400616889463
B998D598C94C08DE,fs -copyToLocal,110,43,2013-11-02 16:49:43,2013-11-02 16:50:01,2145205444583101,2145223447651079
AC664F4010663FA7,fs -copyToLocal,156,60,2013-11-02 16:49:45,2013-11-02 16:50:07,2150462730544643,2150485059953268
D12D2C71007E0590,fs -copyToLocal,88,35,2013-11-02 16:49:55,2013-11-02 16:50:17,3950974212920468,3950996214322093
4CCCC20D8930144C,fs -copyToLocal,44,19,2013-11-02 16:49:57,2013-11-02 16:50:02,2145024291325964,2145029933410889
0D4DC63843F602E9,fs -copyToLocal,145,56,2013-11-02 16:49:58,2013-11-02 16:50:18,1783967286878550,1783987710884281
6FC90B2E36162317,fs -copyToLocal,33,15,2013-11-02 16:50:03,2013-11-02 16:50:05,2145001783768905,2145004089339483
E2397FFBD3002284,fs -copyToLocal,156,60,2013-11-02 16:50:04,2013-11-02 16:50:25,3948692620667227,3948713965783623
0C963E537D380E71,fs -copyToLocal,66,27,2013-11-02 16:50:17,2013-11-02 16:50:32,2145239290538628,2145254227892288
9F12EBE93BD5B5A7,fs -copyToLocal,189,72,2013-11-02 16:50:17,2013-11-02 16:50:53,3950818094197217,3950854012702256
FBEF505504BE75D2,fs -copyToLocal,99,39,2013-11-02 16:50:16,2013-11-02 16:50:31,2150494525734847,2150508795173996
9B3D09C7AB5A9C5B,fs -copyToLocal,178,68,2013-11-02 16:50:22,2013-11-02 16:51:05,3950832844687912,3950875431543989
16B3F92DE29EFAE9,fs -copyToLocal,22,11,2013-11-02 16:50:23,2013-11-02 16:50:25,2144961001589875,2144963064946918
A7531516708B7741,fs -copyToLocal,167,64,2013-11-02 16:50:25,2013-11-02 16:50:46,3951632157562924,3951652911383746
D5733ED5588C5897,fs -copyToLocal,145,56,2013-11-02 16:50:33,2013-11-02 16:50:59,3950411734332525,3950437383446764
43F6BC2C100AAD59,fs -copyToLocal,77,31,2013-11-02 16:50:35,2013-11-02 16:50:43,3911776470776475,3911784671919868
97AF064046DC7BC4,fs -copyToLocal,189,72,2013-11-02 16:50:35,2013-11-02 16:51:01,765059374124973,765085148199449
17413620D8AC86C3,fs -copyToLocal,121,47,2013-11-02 16:50:34,2013-11-02 16:50:47,236673111715479,236685683153177
AC4B5C9FA361CE23,fs -copyToLocal,33,15,2013-11-02 16:50:37,2013-11-02 16:50:40,3915296660919664,3915299822139326
4994BAA8906D4FFC,fs -copyToLocal,55,23,2013-11-02 16:50:36,2013-11-02 16:50:54,3948725065221329,3948742522731772
83925A6E54A1981B,fs -copyToLocal,33,15,2013-11-02 16:50:40,2013-11-02 16:50:43,2710219788351895,2710223050275185
8DB7080ACFC851F3,fs -copyToLocal,222,84,2013-11-02 16:50:43,2013-11-02 16:51:39,3950861543927787,3950917249989872
5AA587539256D2D5,fs -copyToLocal,199,75,2013-11-02 16:50:47,2013-11-02 16:51:16,2145236714703436,2145266584335574
75B2F824F97A87C4,fs -copyToLocal,134,52,2013-11-02 16:50:51,2013-11-02 16:51:08,764804633939882,764821837786420
4EE1373A75B5833B,fs -copyToLocal,134,52,2013-11-02 16:50:51,2013-11-02 16:51:09,2144795307469186,2144812665672373
271A395D172CF224,fs -copyToLocal,44,19,2013-11-02 16:50:54,2013-11-02 16:50:57,3951033048304813,3951036144553244
F97BD6297B97C772,fs -copyToLocal,222,84,2013-11-02 16:50:54,2013-11-02 16:51:22,1780680258166749,1780708837183367
F4CF32D428A6744E,fs -copyToLocal,44,19,2013-11-02 16:50:55,2013-11-02 16:51:01,3915314959435797,3915321319258995
