OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,638,69148080201,16275694,997491950.381651
OP: new BlockReceiver,1920,63075617612,252759,43219193.4723009
getFileInfo,69,8090317,458898,1249443.63236718
addBlock,657,907125468,11617,3081752.93975142
RPC:getFileInfo,69,21172190,2272708,5344355.60289857
createBlockOutputStream,657,69093025460,7694922,1103645146.35693
OP: connect next Datanode,1296,66077079826,773441,400446527.808128
RPC:addBlock,657,909061596,1355430,6124320.49000506
RPC:create,69,224100122,2701592,11458921.4782608
create,69,222448254,1582072,9299750.76328518
OP: send block,638,28845937907,584837878,3515015833.7832
writeBlock,1934,66078279790,1696507,3783270206.44807
receiveBlock,1914,28873964197,591512928,3550574395.01521
complete,69,393337639,1121611,12083787.8152173
RPC:complete,69,397178881,2054678,13890930.6594203
abandonBlock,19,22215965,210198,1461336.36842105
RPC:abandonBlock,19,23539986,994362,4132224.89473684
