OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,639,1055536920,17036524,49930874.5574857
OP: new BlockReceiver,1946,439579238,351142,11775584.9624191
getFileInfo,67,5615918,530419,1207643.44527363
addBlock,736,286292589,207089,926631.987982002
RPC:getFileInfo,67,15956913,2370585,5430522.51741292
createBlockOutputStream,736,1053265500,1149325,37899572.1205973
OP: connect next Datanode,1369,438087709,491314,15526592.5557599
RPC:addBlock,736,295199164,1368276,3937813.00931031
RPC:create,67,222610025,2114665,10962538.6119405
create,67,220957629,1680283,8292416.75124381
OP: send block,639,19883571100,687316508,3307908658.06663
writeBlock,2008,22262301272,1354393,3243701086.27146
receiveBlock,1917,21882827545,693244450,3358573984.95951
abandonBlock,97,928075,93454,254893.079037804
RPC:abandonBlock,97,13541036,929722,2535767.83505159
RPC:complete,67,503625501,1924368,21137355.9502488
complete,67,498829660,1189448,19094121.4676617
