OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3431,3387585002,39210,33467272.5900111
getBlockLocations,510,5899866,41593,398326.626143786
OP: try new BlockReader,3418,506905043,4039394,18805042.6790733
RPC:getBlockLocations,511,54782258,1641942,9328723.42204836
getFileInfo,1308,5638070,0,271715.562492719
newBlockReader,3418,478397458,3081028,11187451.2479767
bestNode,3469,5094221,0,24177.095573263
RPC:getFileInfo,1307,211547266,598655,5821384.62593055
blockSeekTo,3430,3400107203,138368,51037044.6036541
OP: new blockSender,3419,225536446,0,829393.264859653
readBlock,3419,26582473900,2276954,1616568257.13863
checksumOk,3149,7374139,0,346283.639902794
sendBlock,3419,26559267684,1487578,1569830021.62719
verifiedByClient,3134,631026534,0,304173.030523617
OP: receive block,3406,26579385349,7017237,1614391038.81278
RPC:reportBadBlocks,257,445470924,1039929,10130515.4833334
reportBadBlocks,257,435838857,87561,4108156.06472118
