OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,54,5156646,460385,1143963.5941358
addBlock,530,1427962,338492,544610.169182386
RPC:getFileInfo,54,22033388,12521637,14407347.158642
RPC:addBlock,530,80372814,11549249,19783175.8967612
RPC:create,54,72259032,12931311,15231209.4074076
create,54,60474673,1558912,3665578.62962961
nextBlockOutputStream,530,1170727743,134919652,213069743.502047
OP: new BlockReceiver,1590,1118165298,177659,59061709.4720406
createBlockOutputStream,530,1158180184,122470690,185223465.377987
OP: connect next Datanode,1060,1116826261,44237058,97309562.4342143
OP: send block,530,38955809210,8905025486,13743225983.9646
writeBlock,1590,39313297388,9036855030,13992278406.1154
receiveBlock,1590,39177748018,8909803794,13847535187.9143
complete,54,99160101,1232653,4137532.74691357
RPC:complete,54,123980321,12397000,22344844.888889
