OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3509,18610068,22172,279559.716785697
getBlockLocations,471,2268698,142439,386225.289808919
OP: try new BlockReader,3508,3160228104,3992421,211647337.510186
RPC:getBlockLocations,471,229362901,2011736,12198547.9633761
getFileInfo,1300,9279661,0,286576.513775759
newBlockReader,3295,1133780996,2109826,11612640.5872166
bestNode,3509,567527,0,22076.2984351018
RPC:getFileInfo,1298,38568146,732751,5669121.88825653
blockSeekTo,3294,6094398630,4392053,219312283.169768
OP: new blockSender,3295,13248102,0,722362.186952904
readBlock,3295,46447675666,380590766,1965977190.73718
sendBlock,3296,46411229447,373314212,1909160258.92107
OP: receive block,3296,46444930458,378507991,1949749115.68711
checksumOk,3296,5052640,0,336671.934696566
verifiedByClient,3152,582812986,0,282615.54962729
