OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,2311,678467,0,155483.995397349
RPC:getFileInfo,2311,817596739,800969244,803006185.308986
mkdirs,211,2998025,793731,1371785.52548477
RPC:mkdirs,211,805380635,802053007,802909487.43137
RPC:create,210,811504872,802122414,803303319.343004
create,210,9974970,901912,1642061.6052677
complete,210,3806066,835322,1290332.53018175
RPC:complete,210,1606843501,801856454,1214189999.15071
rename,210,5444141,757411,1324220.11291908
RPC:rename,210,806854609,802006403,802785100.700309
setPermission,210,10150549,696619,1341200.5663293
RPC:setPermission,210,811963116,802205088,803108529.220212
setOwner,210,9073536,630513,1234282.371092
RPC:setOwner,210,811981662,802245030,803151720.926627
getListing,210,616927,0,194170.67477028
RPC:getListing,210,806648916,801879012,802717039.494026
RPC:getContentSummary,210,805136639,801979474,803263567.42801
getContentSummary,210,966300,115844,420867.34579818
RPC:delete,210,808940615,801617734,802687019.67028
delete,210,3485512,590782,1233402.64197122
