OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,904,6156971,0,316286.79936833
RPC:getFileInfo,904,99720431,60821477,63973029.1691043
chooseDataNode,2334,7295070,0,284570.075546621
getBlockLocations,333,5927217,136577,463731.25905905
OP: try new BlockReader,2333,854962366,124206945,172749852.66719
RPC:getBlockLocations,333,163863147,64214013,87481533.5938942
newBlockReader,2334,793907128,62956171,69198528.2588569
bestNode,2334,6899191,0,24772.3134198059
blockSeekTo,2333,855369517,124590038,181861707.40864
OP: new blockSender,2334,729243354,0,1111268.98284244
readBlock,2334,48251156726,3306442358,5560925030.78518
checksumOk,2334,2176118,16747,345973.081178167
sendBlock,2334,48092840425,3199983151,5434263531.08477
verifiedByClient,2292,104738066,0,247823.938867945
OP: receive block,2334,48192784794,3226604970,5495918248.95947
