OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,681,21163293199,17402845,594770016.567177
OP: new BlockReceiver,2073,5515836172,86623,78098336.8438715
getFileInfo,70,6917570,402693,1174892.41428572
addBlock,790,1742279792,0,6149000.95921939
RPC:getFileInfo,70,16724115,2309348,4991734.33928558
createBlockOutputStream,790,18014550139,14533881,568411438.286641
OP: connect next Datanode,1466,18001177753,3998997,295094055.803451
RPC:addBlock,790,1745770503,1242170,9936713.42341811
RPC:create,70,317001001,2305857,11461239.1714284
create,70,313095867,1373971,9338180.73809505
OP: send block,681,24960403271,659116487,3694167889.39633
writeBlock,2147,25186070690,669465378,3776069929.05309
receiveBlock,2043,25136140057,660557998,3770538176.55695
abandonBlock,109,84970531,132771,1064825.11085627
RPC:abandonBlock,109,86605619,1004382,4283980.11620794
complete,71,953601843,1069310,22655601.6666666
RPC:complete,71,955818164,1934220,24853981.286385
