OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3283,20472433,0,290641.874340598
getBlockLocations,474,5568716,124901,380243.427390994
OP: try new BlockReader,3284,10262238061,4111982,31098035.2790793
RPC:getBlockLocations,474,212317708,1469200,11315632.8002817
getFileInfo,1316,5386508,11510,272772.613732598
newBlockReader,3284,3192969782,2735065,13647381.9376713
bestNode,3283,286210,0,22412.1800247378
RPC:getFileInfo,1315,246766528,172784,6568998.4373216
blockSeekTo,3232,10275630260,4505255,31881040.0634651
OP: new blockSender,3284,37268342,0,833591.13025872
readBlock,3284,23455417476,789326,1621790092.09055
checksumOk,3231,12524960,0,341834.019443937
sendBlock,3232,23447873703,376333654,1584114122.19751
verifiedByClient,3227,715409653,0,547279.565208061
OP: receive block,3232,23451580231,380635822,1632698480.07561
