OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,4112,3089797375,0,65654748.5826935
getBlockLocations,596,978804994,0,3369485.54390382
OP: try new BlockReader,4058,1030378203,3917610,19542292.2758985
RPC:getBlockLocations,596,1211573870,1369604,16276754.0345633
getFileInfo,1280,6049277,0,277843.050635036
newBlockReader,4058,675669787,2098862,11102967.1214602
bestNode,4191,3698324,0,23516.0854441696
RPC:getFileInfo,1279,35174005,658313,5765967.43917584
blockSeekTo,3228,10182936076,29564,100512866.184185
OP: new blockSender,4057,8566310,0,767906.726763967
readBlock,4058,31928702114,599357,1439140161.08336
checksumOk,3173,30868037,0,357787.99268063
sendBlock,3172,31897629977,377536244,1746161268.00951
verifiedByClient,3167,16279687,0,136332.82533353
OP: receive block,3172,31922901987,381942975,1792654058.44321
