OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,7987,6104941,0,284073.836191505
getBlockLocations,1165,6955028,0,359129.571816867
OP: try new BlockReader,7988,12480339427,2955014,22978153.1203677
RPC:getBlockLocations,1165,104547931,1898085,8151335.72310433
getFileInfo,3160,7246459,0,258457.921565582
newBlockReader,7988,12479279267,1542771,18736793.6566967
bestNode,7989,834058,0,23210.1692963729
RPC:getFileInfo,3160,82072033,527354,3790019.60547832
blockSeekTo,7988,12481129491,3378091,24092343.5821
OP: new blockSender,7989,12464185665,0,9712535.70753108
readBlock,7989,40441290174,384461695,5253252141.88479
checksumOk,7989,9800004,0,359982.217570806
sendBlock,7987,40440453251,375160784,5221487358.61577
verifiedByClient,7563,17642354999,0,10107985.4373575
OP: receive block,7987,40438077990,382534727,5219577132.56194
