OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,3877,9399105,0,230967.519604302
mkdirs,254,1776807030,1101539,20133233.5607485
RPC:getFileInfo,3878,36484406,571291,4125487.68251825
RPC:mkdirs,254,1777843190,1841107,22456940.9922531
nextBlockOutputStream,2412,132268826933,16677148,1053013625.8475
OP: new BlockReceiver,7264,64936016695,0,204245204.936944
addBlock,2481,554055457,11006,1330051.67098913
createBlockOutputStream,2484,69132956153,7205269,1206260070.45606
OP: connect next Datanode,4895,66074429314,3573020,676754679.757601
RPC:addBlock,2481,557860434,736689,4857418.46356012
RPC:create,235,966512772,2211942,28653612.7460994
create,235,960053992,1284400,25752076.7375888
OP: send block,2411,63810464060,579806876,4661979814.01793
writeBlock,7314,371548511589,20947903,5300940013.36838
receiveBlock,7236,371519463582,1304282,4901347052.79133
complete,234,726580766,940093,15635632.0071228
RPC:complete,234,727454678,1745925,17951340.6011392
rename,227,920321270,1145059,25533533.1644639
RPC:rename,227,921399736,1714557,28109868.9456684
setPermission,227,446061299,1062202,16444577.7885462
RPC:setPermission,227,454892004,2209031,19323866.8825255
setOwner,227,484850274,973634,14322032.0422172
RPC:setOwner,227,488768290,1913836,17125559.2936856
getListing,227,1185122,0,197912.690161524
RPC:getListing,227,20890432,1021896,3728902.75624078
RPC:getContentSummary,227,22608809,1654557,4068207.52019089
getContentSummary,227,1712255,116321,473191.743024956
getBlockLocations,339,18805590,54521,398937.539823005
RPC:getBlockLocations,339,38184305,1055674,7809603.03441488
chooseDataNode,2318,6650407,0,277997.7671556
bestNode,2318,4501373,0,26089.9871944206
readBlock,2301,11347311750,392724190,1238808518.22597
sendBlock,2302,11073874966,386759903,1188248945.8744
newBlockReader,2302,2616595634,1774478,12750575.1324575
blockSeekTo,2302,60174176859,4365856,300436024.414396
OP: new blockSender,2301,2604943203,0,3686567.677075
OP: receive block,2302,11340259116,370147595,1221819663.14156
OP: try new BlockReader,2318,60152558212,4001710,365747293.047801
checksumOk,2302,4642656,69635,340192.299022582
verifiedByClient,2213,2618603215,0,6377503.96848155
RPC:delete,448,1597725785,1727889,32581844.036682
delete,448,1588174567,905183,29754904.3147322
abandonBlock,69,715392,46343,262337.48309179
RPC:abandonBlock,69,18017356,932852,3510052.58454107
RPC:getProtocolVersion,6,269611153,1513051,89734479.3333333
getProtocolVersion,6,6000616,100284,3596920.16666667
startBlockRecovery,2,20111132,4524503,12317817.5
RPC:startBlockRecovery,2,23360443,7284541,15322492
RPC:commitBlockSynchronization,3,1843633,1110943,1430335.33333333
commitBlockSynchronization,3,487073,133434,359351.333333333
recoverBlock,3,114420908,17438794,77856763.3333333
RPC:recoverBlock,3,118768119,20810808,81654981.6666667
RPC:updateBlock,2,3728026,3402403,3565214.5
nextGenerationStamp,3,362113,58285,219513.333333333
RPC:nextGenerationStamp,3,2097629,1280354,1694877
updateBlock,2,1815289,790065,1302677
RPC:errorReport,1,5893969,5893969,5893969
errorReport,1,798323,798323,798323
Exception,2,40325,35158,36880.3333333333
RPC:getBlockInfo,1,1782714,1782714,1782714
getBlockInfo,1,301865,301865,301865
