OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,732,4818762,137725,357263.903708034
RPC:getFileInfo,732,122550510,100910036,103349332.361935
chooseDataNode,1822,5085257,0,284233.749655014
getBlockLocations,268,6493384,237467,523358.783271143
OP: try new BlockReader,1822,546915530,203689466,283863004.584943
RPC:getBlockLocations,268,222411601,104298307,139793532.574941
newBlockReader,1822,445825328,102870192,108214323.097451
bestNode,1822,348021,0,22727.2071816251
blockSeekTo,1822,717213569,204053940,298598380.681237
OP: new blockSender,1822,103758685,23617,843575.190689445
readBlock,1822,43681343880,5464032033,8698250529.71977
checksumOk,1822,4755043,16511,344030.44473171
sendBlock,1822,43008085129,5264206672,8348461335.92879
verifiedByClient,1792,203535728,0,330292.854889885
OP: receive block,1822,43577516930,5361421841,8554203702.10285
