OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,88,10070915,442454,1389145.76136367
addBlock,989,399491121,99388,1062738.72013813
RPC:getFileInfo,88,18433860,2298841,5041045.42708334
RPC:addBlock,989,401008385,1262663,3810642.2615605
RPC:create,88,19163809,2321163,4370870.99242427
create,88,11977239,1303435,2577936.04924241
nextBlockOutputStream,989,492814626,17092508,39798919.6638026
OP: new BlockReceiver,2967,481923726,67561,9762134.05522291
createBlockOutputStream,989,488399198,14813116,35352965.4083586
OP: connect next Datanode,1978,302558027,4250583,14386266.4377459
OP: send block,989,14397245191,610623563,2176224033.02597
writeBlock,2967,14426347165,621016714,2212424632.31746
receiveBlock,2967,14407146040,616510712,2192662268.68559
complete,88,54102365,1157444,4037048.79545454
RPC:complete,88,67939474,1942158,6197263.67045455
