OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,2568,4570272,0,174169.61386761
mkdirs,240,2949418,862252,1414225.89621173
RPC:getFileInfo,2568,718895562,699832969,703002406.085578
RPC:mkdirs,240,708749585,702126378,702941844.440595
RPC:create,240,707183922,702128785,703087053.61821
create,240,5302083,794398,1453857.21266445
complete,240,3457360,773523,1243935.67871757
RPC:complete,240,1406157466,701439255,1063554292.0574
rename,240,3766214,715518,1324427.59045921
RPC:rename,240,707092010,701824298,702796116.265298
setPermission,240,5845869,634775,1418047.16009088
RPC:setPermission,240,707381351,702186818,703274640.427588
setOwner,240,7430506,690015,1278271.04501735
RPC:setOwner,240,709019547,701544960,703109065.943655
getListing,240,7186699,65409,229538.958774164
RPC:getListing,240,713358067,701717378,702904393.525695
RPC:getContentSummary,228,707240494,702067034,703185163.739336
getContentSummary,228,828111,170924,429979.916433297
RPC:delete,210,705512741,701451560,702584213.757716
delete,210,3512256,675619,1224163.74112538
