OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,4523,12252743,0,208361.452171564
mkdirs,304,721964344,997040,23638662.1428916
RPC:getFileInfo,4524,273968932,263164,4368893.82901389
RPC:mkdirs,304,725829159,1824403,26397330.9754091
nextBlockOutputStream,2864,10278653220,15747324,107428007.870486
OP: new BlockReceiver,8592,8267709686,87372,37985064.9283748
addBlock,2864,927161339,31724,2456478.79693235
createBlockOutputStream,2864,10275778933,13668048,98212520.9246903
OP: connect next Datanode,5728,8258453177,3243077,39867464.9723924
RPC:addBlock,2864,943832039,1153333,7799038.54072358
RPC:create,279,612612339,2176504,21567234.3778373
create,279,607653841,1069224,18180597.9492233
OP: send block,2864,119060979781,609905747,9072482318.2577
writeBlock,8592,119434013020,619056717,9260212283.96159
receiveBlock,8592,119401974500,613911058,9200921176.71969
complete,279,657198783,989162,17395171.3524492
RPC:complete,279,1002063486,1747207,22788457.3225806
rename,267,618150230,1121677,19002207.0262168
RPC:rename,267,620732411,2014294,21934286.5318351
setPermission,267,1136952272,1050527,27421828.0836455
RPC:setPermission,267,1151179747,2226610,30609332.1835203
setOwner,267,1043833502,897346,30783632.9987519
RPC:setOwner,267,1045178642,2070361,34032223.4868912
getListing,267,664692,77797,175950.637952563
RPC:getListing,267,624593333,1217390,10788273.6616726
RPC:getContentSummary,267,33667741,1720026,4520193.09737826
getContentSummary,267,1109216,276784,427275.92134831
getBlockLocations,378,4992998,76684,280235.088183418
RPC:getBlockLocations,378,170133993,1815295,9285519.63668425
newBlockReader,2619,7342717741,2636822,20940511.0422867
blockSeekTo,2619,7344628846,4261413,29501115.9760835
OP: new blockSender,2619,7335241725,65226,6725821.91954939
chooseDataNode,2619,11409495,127661,297469.925168647
OP: try new BlockReader,2619,7344009525,3838116,27855204.0707139
bestNode,2619,518937,0,23931.7021254926
readBlock,2619,33552187409,396876672,1635254876.2824
sendBlock,2619,33523316584,390192566,1537348182.42492
OP: receive block,2619,33546320429,394661066,1589084432.07318
checksumOk,2618,5985520,0,360060.298796779
verifiedByClient,2617,16179021517,0,22247621.6341531
RPC:delete,518,1197596243,1737917,27890088.8101993
delete,518,1196098161,873754,25236079.5933399
