TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
78DE951C1B267FC1,1FED9ABD7F9D8BD2,getFileInfo,4016996285373977,4016996287966813,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7ca78f21])
78DE951C1B267FC1,A834FC3A246AD8F2,RPC:getFileInfo,824471118328773,824471130135310,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3e48dea8])
78DE951C1B267FC1,BCA1891B8063D526,getFileInfo,4016996304855826,4016996305336989,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6846f5ba])
78DE951C1B267FC1,A834FC3A246AD8F2,RPC:getFileInfo,824471138893081,824471141200902,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@10e73e0])
78DE951C1B267FC1,2DCF8665292EC802,getFileInfo,4016996318447208,4016996318676584,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@48001d39])
78DE951C1B267FC1,A834FC3A246AD8F2,RPC:getFileInfo,824471152719419,824471154393538,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7be44bf8])
78DE951C1B267FC1,6277EC02414F00EE,getFileInfo,4016996320255968,4016996320476109,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7f7eae1c])
78DE951C1B267FC1,A834FC3A246AD8F2,RPC:getFileInfo,824471154575461,824471155977831,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6cbd98b2])
78DE951C1B267FC1,839CD16FE9400B59,getBlockLocations,4016996325178800,4016996336487751,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@2b36b44e])
78DE951C1B267FC1,A834FC3A246AD8F2,RPC:getBlockLocations,824471159292649,824471178430726,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@6fe6badb])
78DE951C1B267FC1,A834FC3A246AD8F2,bestNode,824471179507910,824471179566549,10.107.100.120,client009,DFSClient,Success: chosen bestNode = 10.107.100.32:50010 in nodes = 10.107.100.32:50010 10.107.100.70:50010 10.107.100.73:50010
78DE951C1B267FC1,A834FC3A246AD8F2,chooseDataNode,824471179443646,824471180252969,10.107.100.120,client009,DFSClient,Success: chosenNode = /10.107.100.32:50010
78DE951C1B267FC1,A834FC3A246AD8F2,newBlockReader,824471386413131,824471503308439,10.107.100.120,client009,DFSClient,Success: return a valid BlockReader
78DE951C1B267FC1,A834FC3A246AD8F2,OP: try new BlockReader,824471180966931,824471503702071,10.107.100.120,client009,DFSClient,Success: chosenNode = 10.107.100.32:50010
78DE951C1B267FC1,A834FC3A246AD8F2,blockSeekTo,824471178691166,824471503880858,10.107.100.120,client009,DFSClient,Success: chosenNode = 10.107.100.32:50010 for blk_-5513888389178815031_36805 of /user/hadoop/hdfsFile_5_blocks
78DE951C1B267FC1,79C72101B597F7AB,OP: new blockSender,1656190972738965,1656190974609853,10.107.100.32,datanode017,Datanode,Success: return(OP_STATUS_SUCCESS)
0C7F6E7982243736,730D9E40AB9B38F3,getFileInfo,4016998243237982,4016998244577411,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@626525f5])
0C7F6E7982243736,1C60649A6BBD2C1C,RPC:getFileInfo,1843694460774298,1843694464779591,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@46a329dc])
0C7F6E7982243736,F84BBB75B837C61B,getFileInfo,4016998256699140,4016998256972250,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5e9f2a4a])
0C7F6E7982243736,1C60649A6BBD2C1C,RPC:getFileInfo,1843694474358456,1843694475721724,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@771887cc])
0C7F6E7982243736,4053016C9F42A6B0,getFileInfo,4016998274734640,4016998274944583,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@239190ce])
0C7F6E7982243736,1C60649A6BBD2C1C,RPC:getFileInfo,1843694492276105,1843694494095916,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5281ce30])
0C7F6E7982243736,3EDEE390105A8985,getFileInfo,4016998277491265,4016998277716820,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@29b9d6a0])
0C7F6E7982243736,1C60649A6BBD2C1C,RPC:getFileInfo,1843694494369687,1843694496580594,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7be44bf8])
0C7F6E7982243736,847CAAC341B432CD,getBlockLocations,4016998282843992,4016998283787519,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@51d05d5d])
0C7F6E7982243736,1C60649A6BBD2C1C,RPC:getBlockLocations,1843694500427464,1843694508792469,10.107.100.37,client030,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@2d1484a7])
0C7F6E7982243736,1C60649A6BBD2C1C,bestNode,1843694509480461,1843694509508418,10.107.100.37,client030,DFSClient,Success: chosen bestNode = 10.107.100.44:50010 in nodes = 10.107.100.44:50010 10.107.100.90:50010 10.107.100.101:50010
0C7F6E7982243736,1C60649A6BBD2C1C,chooseDataNode,1843694509447010,1843694509839714,10.107.100.37,client030,DFSClient,Success: chosenNode = /10.107.100.44:50010
0C7F6E7982243736,6E861282E449D1D6,OP: new blockSender,826287795042484,826287796236461,10.107.100.44,datanode014,Datanode,Success: return(OP_STATUS_SUCCESS)
0C7F6E7982243736,1C60649A6BBD2C1C,newBlockReader,1843694714422218,1843694828335102,10.107.100.37,client030,DFSClient,Success: return a valid BlockReader
0C7F6E7982243736,1C60649A6BBD2C1C,OP: try new BlockReader,1843694510245354,1843694828462358,10.107.100.37,client030,DFSClient,Success: chosenNode = 10.107.100.44:50010
0C7F6E7982243736,1C60649A6BBD2C1C,blockSeekTo,1843694508994354,1843694828561883,10.107.100.37,client030,DFSClient,Success: chosenNode = 10.107.100.44:50010 for blk_-6783414011479079522_36818 of /user/hadoop/hdfsFile_18_blocks
A4E3492BBE415E95,958F65598815ACDB,getFileInfo,4017000220653158,4017000221756733,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6ad6cffa])
A4E3492BBE415E95,7255BDEAA7E24992,RPC:getFileInfo,2210204998629476,2210205002343846,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3bbd856a])
A4E3492BBE415E95,96E034AA31FCF452,getFileInfo,4017000233268706,4017000233556680,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3cf05ce2])
A4E3492BBE415E95,7255BDEAA7E24992,RPC:getFileInfo,2210205011135824,2210205012775800,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7a98dcb])
A4E3492BBE415E95,A7206B3293945879,getFileInfo,4017000244874802,4017000245119436,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@486218af])
A4E3492BBE415E95,7255BDEAA7E24992,RPC:getFileInfo,2210205023177935,2210205024619754,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@262ec5b6])
A4E3492BBE415E95,AF76CD9A48BF483E,getFileInfo,4017000246768679,4017000247041554,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@2042ae49])
A4E3492BBE415E95,7255BDEAA7E24992,RPC:getFileInfo,2210205024771096,2210205026331453,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@35fd1cd4])
A4E3492BBE415E95,7549ABDDB63FF9CA,getBlockLocations,4017000250630581,4017000251059249,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@79c04b2a])
A4E3492BBE415E95,7255BDEAA7E24992,RPC:getBlockLocations,2210205028763193,2210205035064350,10.107.100.118,client007,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@1ac6bf80])
A4E3492BBE415E95,7255BDEAA7E24992,bestNode,2210205035728435,2210205035755728,10.107.100.118,client007,DFSClient,Success: chosen bestNode = 10.107.100.82:50010 in nodes = 10.107.100.82:50010 10.107.100.86:50010 10.107.100.96:50010
A4E3492BBE415E95,7255BDEAA7E24992,chooseDataNode,2210205035697163,2210205036035561,10.107.100.118,client007,DFSClient,Success: chosenNode = /10.107.100.82:50010
A4E3492BBE415E95,7255BDEAA7E24992,newBlockReader,2210205239599170,2210205355469035,10.107.100.118,client007,DFSClient,Success: return a valid BlockReader
A4E3492BBE415E95,7255BDEAA7E24992,OP: try new BlockReader,2210205036426339,2210205355608827,10.107.100.118,client007,DFSClient,Success: chosenNode = 10.107.100.82:50010
A4E3492BBE415E95,7255BDEAA7E24992,blockSeekTo,2210205035249870,2210205355676707,10.107.100.118,client007,DFSClient,Success: chosenNode = 10.107.100.82:50010 for blk_8171041653244170435_36807 of /user/hadoop/hdfsFile_7_blocks
A4E3492BBE415E95,D6860F43991C2863,OP: new blockSender,300586309265355,300586310347203,10.107.100.82,datanode022,Datanode,Success: return(OP_STATUS_SUCCESS)
0C7F6E7982243736,6E861282E449D1D6,sendBlock,826287800757742,826293285678268,10.107.100.44,datanode014,Datanode,Success: send blk_-6783414011479079522_36818
0C7F6E7982243736,48E49C4F3354907D,OP: receive block,1843694828650571,1843700385619478,10.107.100.37,client030,DFSClient,Success: received a block
0C7F6E7982243736,1C60649A6BBD2C1C,checksumOk,1843700385833059,1843700386179336,10.107.100.37,client030,DFSClient,Success:
0C7F6E7982243736,1C60649A6BBD2C1C,bestNode,1843700386546872,1843700386562275,10.107.100.37,client030,DFSClient,Success: chosen bestNode = 10.107.100.89:50010 in nodes = 10.107.100.89:50010 10.107.100.106:50010 10.107.100.71:50010
0C7F6E7982243736,1C60649A6BBD2C1C,chooseDataNode,1843700386528619,1843700386723843,10.107.100.37,client030,DFSClient,Success: chosenNode = /10.107.100.89:50010
098B1E2631889A3E,F07058C32ED7C0A9,getFileInfo,4017004247949750,4017004248850410,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5d9ba46f])
098B1E2631889A3E,F204F63A1E116397,RPC:getFileInfo,1840357628532621,1840357631851698,10.107.100.38,client017,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@46a329dc])
098B1E2631889A3E,1651A6D9E383065E,getFileInfo,4017004257088312,4017004257327075,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@1548a36c])
098B1E2631889A3E,F204F63A1E116397,RPC:getFileInfo,1840357637665808,1840357638921864,10.107.100.38,client017,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@771887cc])
098B1E2631889A3E,CE0F216DF594E3C6,getFileInfo,4017004269420568,4017004269627760,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@53e1125e])
098B1E2631889A3E,F204F63A1E116397,RPC:getFileInfo,1840357649905239,1840357651357113,10.107.100.38,client017,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5281ce30])
0C7F6E7982243736,7E50BC443FC944B5,verifiedByClient,826293460623057,826293462422916,10.107.100.44,datanode014,datanode,Success: blk_-6783414011479079522_36818 verified by client
0C7F6E7982243736,6E861282E449D1D6,readBlock,826287795016881,826293462572124,10.107.100.44,datanode014,Datanode,Success:
098B1E2631889A3E,664F5C75117F7CA9,getFileInfo,4017004270964838,4017004271552141,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@72b2e481])
098B1E2631889A3E,F204F63A1E116397,RPC:getFileInfo,1840357651552121,1840357653258180,10.107.100.38,client017,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7be44bf8])
098B1E2631889A3E,FB2387B10190A5D1,getBlockLocations,4017004275451857,4017004275956595,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@3eb80bfb])
098B1E2631889A3E,F204F63A1E116397,RPC:getBlockLocations,1840357655969213,1840357663447552,10.107.100.38,client017,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@2d1484a7])
098B1E2631889A3E,F204F63A1E116397,bestNode,1840357664266432,1840357664272055,10.107.100.38,client017,DFSClient,Success: chosen bestNode = 10.107.100.58:50010 in nodes = 10.107.100.58:50010 10.107.100.94:50010 10.107.100.91:50010
098B1E2631889A3E,F204F63A1E116397,chooseDataNode,1840357664199707,1840357664564854,10.107.100.38,client017,DFSClient,Success: chosenNode = /10.107.100.58:50010
0C7F6E7982243736,1C60649A6BBD2C1C,newBlockReader,1843700588695305,1843700700213409,10.107.100.37,client030,DFSClient,Success: return a valid BlockReader
0C7F6E7982243736,1C60649A6BBD2C1C,OP: try new BlockReader,1843700386767392,1843700700317638,10.107.100.37,client030,DFSClient,Success: chosenNode = 10.107.100.89:50010
0C7F6E7982243736,1C60649A6BBD2C1C,blockSeekTo,1843700386330009,1843700700370397,10.107.100.37,client030,DFSClient,Success: chosenNode = 10.107.100.89:50010 for blk_-3420811374243585298_36818 of /user/hadoop/hdfsFile_18_blocks
0C7F6E7982243736,71F0DE3EE9B2D7D2,OP: new blockSender,2210362884754709,2210362885986825,10.107.100.89,datanode029,Datanode,Success: return(OP_STATUS_SUCCESS)
098B1E2631889A3E,F204F63A1E116397,newBlockReader,1840357870393032,1840357996340760,10.107.100.38,client017,DFSClient,Success: return a valid BlockReader
098B1E2631889A3E,F204F63A1E116397,OP: try new BlockReader,1840357665103463,1840357996511230,10.107.100.38,client017,DFSClient,Success: chosenNode = 10.107.100.58:50010
098B1E2631889A3E,F204F63A1E116397,blockSeekTo,1840357663639599,1840357996606855,10.107.100.38,client017,DFSClient,Success: chosenNode = 10.107.100.58:50010 for blk_3818753275462953674_36810 of /user/hadoop/hdfsFile_10_blocks
098B1E2631889A3E,67596034D27EF387,OP: new blockSender,1001728500133870,1001728510790786,10.107.100.58,datanode001,Datanode,Success: return(OP_STATUS_SUCCESS)
EC2F695BC50AC593,A458EDF4B1365566,getFileInfo,4017008293754038,4017008294592638,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@39ab88b])
EC2F695BC50AC593,66E1F4EF4D13968B,RPC:getFileInfo,824650911498397,824650914590933,10.107.100.139,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@2212078a])
EC2F695BC50AC593,E2502546DC6EAF2C,getFileInfo,4017008302479480,4017008302686558,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@22c9af86])
EC2F695BC50AC593,66E1F4EF4D13968B,RPC:getFileInfo,824650920070543,824650921684577,10.107.100.139,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@5bd977aa])
EC2F695BC50AC593,CFCA9DE451F17397,getFileInfo,4017008315337575,4017008315555031,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@67229841])
EC2F695BC50AC593,66E1F4EF4D13968B,RPC:getFileInfo,824650932943920,824650934403731,10.107.100.139,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@4937c653])
EC2F695BC50AC593,78E9069165AADD35,getFileInfo,4017008316756851,4017008316974693,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@103a084d])
EC2F695BC50AC593,66E1F4EF4D13968B,RPC:getFileInfo,824650934613278,824650936307371,10.107.100.139,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@137405e4])
EC2F695BC50AC593,1F6B26F2161461A6,getBlockLocations,4017008321259059,4017008321770389,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@51f6ff8d])
EC2F695BC50AC593,66E1F4EF4D13968B,RPC:getBlockLocations,824650938998152,824650950659370,10.107.100.139,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@14f5b942])
EC2F695BC50AC593,66E1F4EF4D13968B,bestNode,824650951855455,824650951919993,10.107.100.139,client028,DFSClient,Success: chosen bestNode = 10.107.100.90:50010 in nodes = 10.107.100.90:50010 10.107.100.44:50010 10.107.100.101:50010
EC2F695BC50AC593,66E1F4EF4D13968B,chooseDataNode,824650951791578,824650952592947,10.107.100.139,client028,DFSClient,Success: chosenNode = /10.107.100.90:50010
