OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,524,952545069,17931398,45559519.8094783
OP: new BlockReceiver,1572,866243425,0,12700145.6137128
getFileInfo,49,7533562,244815,1758720.35374153
addBlock,524,107777641,0,843591.237595401
RPC:getFileInfo,49,37755088,2335100,5594024.21088425
createBlockOutputStream,524,947911582,15944778,41637235.301368
OP: connect next Datanode,1048,661617496,4231228,17322565.3831701
RPC:addBlock,524,109225878,1144272,3351408.28069338
RPC:create,49,43241424,2440092,6187167.414966
create,49,30570751,1518842,3762795.46938777
OP: send block,524,6996377565,592246265,2042411300.63863
writeBlock,1572,7890357577,606490761,2077238877.68841
receiveBlock,1572,7006224869,602627132,2053186930.87308
complete,49,27365117,1111659,2593109.32653058
RPC:complete,49,28036565,1840707,4341047.04081633
