OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,43,6190806,418185,1208692.28294573
addBlock,348,8319627,312613,568291.427346739
RPC:getFileInfo,43,8197296,2188882,4416627.50775191
RPC:addBlock,348,14231445,1478009,3552754.74535436
RPC:create,43,9331056,2672724,3969853.97674417
create,43,7921866,1612636,2517702.51162791
OP: new BlockReceiver,614,63089465689,394968,2907874843.93884
writeBlock,683,66084068284,978435190,13668711727.7188
abandonBlock,152,1240459,0,251472.400767544
createBlockOutputStream,348,69122176624,14030027,30245799426.9565
OP: connect next Datanode,487,66070027418,4175511,12988164270.6031
RPC:abandonBlock,152,7201006,1378608,2690039.11019739
nextBlockOutputStream,219,276251060795,16618747,46483402620.0498
OP: send block,196,23880844032,964095583,5399583401.83806
receiveBlock,588,23909836158,966837885,5491716289.27224
complete,20,15637298,1303776,3904864.69999999
RPC:complete,20,16863188,2035391,6039739.2
