OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,18456,4735647,0,98488.9617269992
mkdirs,1687,19665125,610951,1246730.77789972
RPC:getFileInfo,18456,15708429,224277,2307773.4025642
RPC:mkdirs,1687,20655726,1193212,2189465.46578592
complete,1686,22464986,580514,1070869.27869085
RPC:complete,1686,23581253,959962,2089521.42999114
rename,1683,38569242,635073,1311334.50916915
RPC:rename,1683,39457204,1070827,2246285.33597661
RPC:create,1686,24355335,1427980,2541401.32966042
create,1686,6552181,661070,1389638.51839116
setPermission,1680,17031321,426576,1055720.46624797
RPC:setPermission,1680,18358262,447903,2205358.71285877
getListing,1676,1324730,0,116923.067254664
setOwner,1677,5755332,534412,1068308.61284704
RPC:getListing,1676,16048520,743456,1746504.49897892
RPC:setOwner,1677,7662201,1026004,2235685.89189548
RPC:delete,1669,6450133,893718,1903404.69731754
RPC:getContentSummary,1672,7108884,1031042,2116135.23277964
getContentSummary,1672,4686776,0,246766.916379268
delete,1669,4032653,560821,1093144.27957336
