OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,73,6087282,482838,1165903.54840184
RPC:getFileInfo,73,17880286,2365295,5265859.19977179
nextBlockOutputStream,711,5196411463,16592769,196462426.303376
OP: new BlockReceiver,2140,3326742786,0,42657879.3609368
addBlock,735,1009311466,107413,2483416.6855329
createBlockOutputStream,735,4260320019,14501517,205538845.305986
OP: connect next Datanode,1444,3325276453,3787648,81181914.8842776
RPC:addBlock,735,1011594973,1414684,5946492.53668933
RPC:create,73,450540720,2452884,20878379.7945206
create,73,446189291,1481331,18305064.9132421
OP: send block,711,38061168666,699123016,4198251321.5673
writeBlock,2155,38104828466,706695974,4245366244.77541
receiveBlock,2133,38073085595,701362421,4210964176.36629
abandonBlock,24,886969,125706,363604.625000001
RPC:abandonBlock,24,6287644,1203407,2614103.04166667
RPC:complete,73,1927457157,1949392,41654161.2785386
complete,73,1925110467,1127788,39434900.5433791
