OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3427,8062138,49553,278856.4752397
getBlockLocations,472,8719541,153539,438565.027365812
OP: try new BlockReader,3427,3003565435,3944379,246985792.006469
RPC:getBlockLocations,472,68912825,1811201,10569999.3388067
getFileInfo,1292,2482791,0,256011.59018951
newBlockReader,3171,1422248141,2262455,11725302.4785427
bestNode,3428,7632423,0,25679.919395362
RPC:getFileInfo,1288,35686818,666690,5667072.64913217
blockSeekTo,3171,6054660463,4311769,256100687.113289
OP: new blockSender,3172,379223038,0,832253.038866726
readBlock,3170,33879677608,385375106,1720261305.35979
checksumOk,3172,11795017,77760,344029.420905401
sendBlock,3171,33618495009,379362553,1665307039.88289
verifiedByClient,3045,364759561,0,351293.742604312
OP: receive block,3172,33873076531,383417405,1708774231.99615
