OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,650,1171888380,16287848,69524860.8258463
OP: new BlockReceiver,1950,1102111474,0,20495819.3793592
getFileInfo,58,4575130,338904,1180946.75517239
addBlock,650,327812874,170026,1545242.86594872
RPC:getFileInfo,58,20967710,2448968,5481491.06781609
createBlockOutputStream,650,1169097490,14320644,63969213.2601539
OP: connect next Datanode,1300,1101328394,3862672,30614351.6120314
RPC:addBlock,650,352045241,1225887,4651626.87112825
RPC:create,58,465472316,2919764,17562391.1379309
create,58,461430322,1607243,15215017.8275863
OP: send block,650,26171189136,657771965,5166741218.81936
writeBlock,1950,28112010818,672308006,5209120008.67107
receiveBlock,1950,28009819722,667401738,5165946551.62766
complete,58,56713557,1348046,4571943.81609196
RPC:complete,58,58525965,2147418,6650536.27011495
