OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,748,1224586246,16747604,53786631.6994208
OP: new BlockReceiver,2262,1213471753,331807,14771279.3856308
getFileInfo,80,5578647,475136,1082514.38125002
addBlock,787,394472892,0,1533940.3854934
RPC:getFileInfo,80,22140662,2258222,4873587.43791663
createBlockOutputStream,787,1221345509,2099509,44725524.7266411
OP: connect next Datanode,1547,1211635319,521978,18615136.1046595
RPC:addBlock,787,397101742,1351563,4870247.4357052
RPC:create,80,521129694,2347361,18019866.9166666
create,80,517512767,1362758,15657141.6083333
OP: send block,748,15342610060,660529141,3421301072.42253
writeBlock,2295,15417932425,1246747,3382342974.98026
receiveBlock,2244,15394859700,663087714,3421540944.26706
RPC:complete,80,191419224,2175065,7821058.07916665
complete,80,189924513,1229353,6007657.45416667
abandonBlock,39,805694,83666,278329.82051282
RPC:abandonBlock,39,14496692,927465,2543940.61538461
